G_mM,theta,p0_H,p1_H,p2_H,p3_H,p0_R,p1_R,p2_R,p3_R,UT_H,UR,UT_R
5.126729293867053096e-03,9.986064737249968903e-01,2.706110243994605838e-09,5.817628106640143555e-06,4.168935450465316439e-03,9.958252442153178174e-01,3.709704550868378264e-09,6.809877914433724855e-06,4.166947940066795947e-03,9.958262384723142180e-01,8.279977907155270378e-01,1.155446822513113252e-03,7.070151355757837708e-01
5.182500540328789998e-03,9.986025357998157270e-01,2.729116487956583120e-09,5.850531222926140006e-06,4.180683350757503046e-03,9.958134633889030862e-01,3.741242943700423142e-09,6.848388337613818398e-06,4.178684600148441577e-03,9.958144632702710108e-01,8.263871882755704501e-01,1.156462626224897487e-03,7.056393896811729016e-01
5.238878495620578196e-03,9.985985377225511384e-01,2.752607175198446418e-09,5.884031723810855215e-06,4.192610511077437575e-03,9.958015027045915568e-01,3.773445441568771179e-09,6.887597910859103341e-06,4.190600316188168584e-03,9.958025083124555366e-01,8.247638438179096809e-01,1.157497604143172074e-03,7.042527581728582620e-01
5.295869759838853219e-03,9.985944784607249103e-01,2.776594866337940532e-09,5.918142607499638696e-06,4.204720002825670586e-03,9.957893590779719473e-01,3.806329263350773871e-09,6.927521845428707620e-06,4.202698155146382224e-03,9.957903705166788466e-01,8.231277040723791183e-01,1.158552087561200671e-03,7.028551955050433842e-01
5.353481004879337597e-03,9.985903569623807430e-01,2.801092508222707438e-09,5.952877203000669788e-06,4.217014955174245086e-03,9.957770293665302308e-01,3.839912157390716593e-09,6.968175739665305231e-06,4.214981241641595211e-03,9.957780467427064242e-01,8.214787165207687591e-01,1.159626412594653294e-03,7.014466567734644054e-01
5.411718975218145211e-03,9.985861721556891224e-01,2.826113447528891948e-09,5.988249179703642442e-06,4.229498556232882608e-03,9.957645103684740207e-01,3.874212420145492002e-09,7.009575590206739939e-06,4.227452759114756764e-03,9.957655337910826798e-01,8.198168294201860773e-01,1.160720920225343043e-03,7.000270977353377777e-01
5.470590488701333742e-03,9.985819229485497495e-01,2.851671444856901127e-09,6.024272557214938365e-06,4.242174054221987609e-03,9.957517988215494054e-01,3.909248915502717512e-09,7.051737803486604954e-06,4.240115950996973040e-03,9.957528284019505627e-01,8.181419918266767954e-01,1.161835956344532813e-03,6.985964748295279136e-01
5.530102437343044006e-03,9.985776082281820898e-01,2.877780689401753550e-09,6.060961715537676403e-06,4.255044758680587465e-03,9.957388914018231452e-01,3.945041094894804003e-09,7.094679207648333081e-06,4.252974121915096585e-03,9.957399272538360879e-01,8.164541536191070037e-01,1.162971871795786443e-03,6.971547451969383191e-01
5.590261788132380553e-03,9.985732268607099282e-01,2.904455814185573466e-09,6.098331405556382077e-06,4.268114041691659609e-03,9.957257847224469938e-01,3.981609018181200690e-09,7.138417064812612264e-06,4.266030638913669015e-03,9.957268269624124368e-01,8.147532655232976317e-01,1.164129022417329570e-03,6.957018667011187762e-01
5.651075583848978907e-03,9.985687776907364865e-01,2.931711911896379001e-09,6.136396759865062910e-06,4.281385339135074589e-03,9.957124753323931543e-01,4.018973375356599701e-09,7.182969083740295215e-06,4.279288932702531544e-03,9.957135240792402975e-01,8.130392791364116079e-01,1.165307769083880106e-03,6.942377979490871320e-01
5.712550943887540443e-03,9.985642595409087718e-01,2.959564551366342588e-09,6.175173303960372742e-06,4.294862151972109361e-03,9.956989597151594262e-01,4.057155509151211914e-09,7.228353432940850065e-06,4.292752498941365159e-03,9.957000150904702362e-01,8.113121469515882644e-01,1.166508477747922297e-03,6.927624983123643609e-01
5.774695065091269008e-03,9.985596712114761520e-01,2.988029794684876122e-09,6.214676967767672700e-06,4.308548047546625209e-03,9.956852342874558115e-01,4.096177438473489035e-09,7.274588754137044273e-06,4.306424899530928579e-03,9.956862964155375195e-01,8.095718223828214377e-01,1.167731519480378830e-03,6.912759279482157959e-01
5.837515222594381881e-03,9.985550114798373844e-01,3.017124215008930117e-09,6.254924097560211168e-06,4.322446660920081438e-03,9.956712953978581471e-01,4.136061882841560602e-09,7.321694176228682563e-06,4.320309763949643604e-03,9.956723644058120826e-01,8.078182597900774864e-01,1.168977270510650852e-03,6.897780478210991939e-01
5.901018770673840778e-03,9.985502791000782086e-01,3.046864915086271668e-09,6.295931468264887903e-06,4.336561696234099081e-03,9.956571393254327607e-01,4.176832287768483021e-09,7.369689329680501690e-06,4.334410790609262432e-03,9.956582153432287363e-01,8.060514145046465684e-01,1.170246112265982755e-03,6.882688197243103101e-01
5.965213143610257826e-03,9.985454728025008331e-01,3.077269546513054378e-09,6.337716296154802193e-06,4.350896928096551798e-03,9.956427622783377007e-01,4.218512851159190048e-09,7.418594361368577688e-06,4.348731748235767393e-03,9.956438454388898407e-01,8.042712428547262871e-01,1.171538431410117011e-03,6.867482063018287564e-01
6.030105856558263568e-03,9.985405912931423211e-01,3.108356329775553428e-09,6.380296251966681205e-06,4.365456203000114312e-03,9.956281603923915480e-01,4.261128550795557188e-09,7.468429949939149945e-06,4.363276477287092794e-03,9.956292508316344492e-01,8.024777021912280484e-01,1.172854619881198539e-03,6.852161710703531527e-01
6.095704506426278049e-03,9.985356332532832058e-01,3.140144075100536701e-09,6.423689474444481116e-06,4.380243440769268984e-03,9.956133297296122509e-01,4.304705172906955354e-09,7.519217321638877549e-06,4.378048891391226292e-03,9.956144275865819182e-01,8.006707509138045742e-01,1.174195074928883900e-03,6.836726784415249059e-01
6.162016772765848034e-03,9.985305973389457801e-01,3.172652204151981879e-09,6.467914584327211274e-06,4.395262636037393367e-03,9.955982662767260960e-01,4.349269341921690874e-09,7.570978266688938224e-06,4.393052978821337939e-03,9.955993716936426541e-01,7.988503484970930213e-01,1.175560199150621097e-03,6.821176937443377275e-01
6.229050418670732496e-03,9.985254821803822844e-01,3.205900772608572151e-09,6.512990698792720427e-06,4.410517859753243508e-03,9.955829659436471468e-01,4.394848551410470672e-09,7.623735156174481591e-06,4.408292803994913467e-03,9.955840790660004380e-01,7.970164555171620480e-01,1.176950400527050937e-03,6.805511832477204592e-01
6.296813291685663533e-03,9.985202863815517693e-01,3.239910493667431953e-09,6.558937446382466392e-06,4.426013260720446443e-03,9.955674245619227092e-01,4.441471196317739678e-09,7.677510959517727947e-06,4.423772509011823437e-03,9.955685455385574478e-01,7.951690336781674917e-01,1.178366092456491600e-03,6.789731141832978656e-01
6.365313324725094084e-03,9.985150085195864111e-01,3.274702762508527534e-09,6.605774982415301542e-06,4.441753067167647853e-03,9.955516378831471558e-01,4.489166606489589113e-09,7.732329262499381103e-06,4.439496315216037541e-03,9.955527668663548546e-01,7.933080458391987833e-01,1.179807693788460874e-03,6.773834547683155183e-01
6.434558537001876938e-03,9.985096471442473920e-01,3.310299681760132247e-09,6.653524004904581375e-06,4.457741588348969677e-03,9.955356015773464406e-01,4.537965081583918316e-09,7.788214285880378380e-06,4.455468524790846818e-03,9.955367387229581144e-01,7.914334560413170960e-01,1.181275628856188553e-03,6.757821742287277722e-01
6.504557034966040700e-03,9.985042007773672346e-01,3.346724088029221531e-09,6.702205771022268328e-06,4.473983216183988199e-03,9.955193112313208692e-01,4.587897927445876713e-09,7.845190904669551498e-06,4.471693522395171067e-03,9.955204566988020698e-01,7.895452295347782368e-01,1.182770327508079772e-03,6.741692428224437261e-01
6.575317013253851803e-03,9.984986679122823672e-01,3.383999579517348476e-09,6.751842114093206208e-06,4.490482426925973373e-03,9.955027623469603348e-01,4.638997493959257395e-09,7.903284667997538594e-06,4.488175776823959823e-03,9.955039162995105162e-01,7.876433328064242900e-01,1.184292225138075050e-03,6.725446318627186226e-01
6.646846755647094034e-03,9.984930470132538094e-01,3.422150544783266751e-09,6.802455461155444726e-06,4.507243782864626611e-03,9.954859503395236953e-01,4.691297214484471081e-09,7.962521819669357676e-06,4.504919842707647178e-03,9.954871129441753563e-01,7.857277336072517882e-01,1.185841762714865202e-03,6.709083137416937959e-01
6.719154636042889116e-03,9.984873365148750901e-01,3.461202192708230308e-09,6.854068851112590933e-06,4.524271934065926884e-03,9.954688705358807344e-01,4.744831646920927446e-09,8.022929319381828087e-06,4.521930362240679686e-03,9.954700419636082209e-01,7.837984009801323149e-01,1.187419386809911680e-03,6.692602619540694020e-01
6.792249119433996750e-03,9.984815348214670649e-01,3.501180583718763117e-09,6.906705953500018982e-06,4.541571620150053161e-03,9.954515181727158213e-01,4.799636516530126626e-09,8.084534864700794086e-06,4.539212066959753648e-03,9.954526985985390208e-01,7.818553052876895393e-01,1.189025549624221590e-03,6.676004511209101544e-01
6.866138762899789277e-03,9.984756403064610764e-01,3.542112662311922811e-09,6.960391087871307910e-06,4.559147672103041997e-03,9.954338883946963756e-01,4.855748760504546844e-09,8.147366913718773375e-06,4.556769779542853456e-03,9.954350779977945152e-01,7.798984182403184695e-01,1.190660709013829054e-03,6.659288570135718510e-01
6.940832216608029334e-03,9.984696513117700123e-01,3.584026290943310459e-09,7.015149243828902188e-06,4.577005014123432768e-03,9.954159762526064714e-01,4.913206574435177894e-09,8.211454708500534312e-06,4.574608415652806417e-03,9.954171752164320264e-01,7.779277129243403754e-01,1.192325328513933877e-03,6.642454565777453634e-01
7.016338224827548507e-03,9.984635661471439327e-01,3.626950285361397381e-09,7.071006101750333698e-06,4.595148665513844842e-03,9.953977767014341449e-01,4.972049460747828849e-09,8.276828299326427390e-06,4.592732985821039796e-03,9.953989852138300787e-01,7.759431638302816125e-01,1.194019877361640961e-03,6.625502279576052089e-01
7.092665626951915464e-03,9.984573830895137059e-01,3.670914451427744203e-09,7.127988054200554803e-06,4.613583742607126927e-03,9.953792845984241744e-01,5.032318279171218006e-09,8.343518569732517217e-06,4.611148597364174428e-03,9.953805028517477282e-01,7.739447468812715725e-01,1.195744830517252730e-03,6.608431505200609291e-01
7.169823358534231465e-03,9.984511003823207664e-01,3.715949623502508676e-09,7.186122228070119357e-06,4.632315460732690411e-03,9.953604947010896709e-01,5.094055299370752372e-09,8.411557262421691372e-06,4.629860456346641430e-03,9.953617228923354876e-01,7.719324394615455498e-01,1.197500668684062328e-03,6.591242048790993957e-01
7.247820452333251021e-03,9.984447162348324412e-01,3.762087704468965551e-09,7.245436507467927776e-06,4.651349136224627000e-03,9.953414016651801477e-01,5.157304255806005200e-09,8.480977006031541399e-06,4.648873869577733152e-03,9.953426399961120552e-01,7.699062204450470848e-01,1.199287878326589681e-03,6.573933729202092735e-01
7.326666039370783451e-03,9.984382288214430634e-01,3.809361707468688910e-09,7.305959557390962195e-06,4.670690188470905460e-03,9.953220000426099556e-01,5.222110404948093504e-09,8.551811342827423998e-06,4.668194246653983338e-03,9.953232487198926393e-01,7.678660702241142388e-01,1.201106951687208602e-03,6.556506378248804223e-01
7.406369350000693678e-03,9.984316362809609879e-01,3.857805799423234095e-09,7.367720848195374098e-06,4.690344142003247639e-03,9.953022842793427527e-01,5.288520584940846530e-09,8.624094757326860358e-06,4.687827102040391207e-03,9.953035435146815324e-01,7.658119707382443631e-01,1.202958386801109003e-03,6.538959840951690250e-01
7.486939714989475358e-03,9.984249367158785082e-01,3.907455346444938443e-09,7.430750680923403021e-06,4.710316628636588947e-03,9.952822487132271245e-01,5.356583277857142565e-09,8.697862705930766287e-06,4.707778057202510226e-03,9.952835187235082870e-01,7.637439055029232593e-01,1.204842687509540206e-03,6.521293975783183372e-01
7.568386566608560281e-03,9.984181281916298945e-01,3.958346961183149712e-09,7.495080213464774326e-06,4.730613389642503858e-03,9.952618875717971214e-01,5.426348674597677521e-09,8.773151647518853167e-06,4.728052842769044604e-03,9.952631685792348026e-01,7.616618596385086315e-01,1.206760363471273559e-03,6.503508654914260667e-01
7.650719439738602572e-03,9.984112087358317789e-01,4.010518552236849275e-09,7.560741487635053343e-06,4.751240277973737235e-03,9.952411949700200600e-01,5.497868742630835873e-09,8.849999075126508715e-06,4.748657300747735621e-03,9.952424872023082347e-01,7.595658198991558363e-01,1.208711930172235360e-03,6.485603764461480569e-01
7.733947972985649212e-03,9.984041763375055556e-01,4.064009375730320366e-09,7.627767457204356919e-06,4.772203260540797305e-03,9.952201649079925883e-01,5.571197296701207771e-09,8.928443548736717000e-06,4.769597386793919362e-03,9.952214685984599463e-01,7.574557747017761633e-01,1.210697908933244370e-03,6.467579204734302811e-01
7.818081909809577665e-03,9.983970289462895664e-01,4.118860089090818254e-09,7.696192016833340604e-06,4.793508420517366732e-03,9.951987912686056648e-01,5.646390072540277949e-09,9.008524729115229983e-06,4.790879172502875323e-03,9.952001066563780363e-01,7.553317141550098812e-01,1.212718826915797554e-03,6.449434890482536042e-01
7.903131099664723394e-03,9.983897644716269726e-01,4.175112807237796996e-09,7.766050032082575619e-06,4.815161959716495604e-03,9.951770678151385940e-01,5.723504803903248398e-09,9.090283412922810623e-06,4.812508847778395292e-03,9.951783951453039290e-01,7.531936300882099422e-01,1.214775217125850688e-03,6.431170751143873154e-01
7.989105499152923673e-03,9.983823807819431906e-01,4.232811161186440646e-09,7.837377370396610883e-06,4.837170200996151158e-03,9.951549881888223092e-01,5.802601302909852858e-09,9.173761568960953454e-06,4.834492723228685403e-03,9.951563277126009854e-01,7.510415160804161383e-01,1.216867618415523817e-03,6.412786731091361103e-01
8.076015173189173696e-03,9.983748757038023447e-01,4.292000359259251921e-09,7.910210933197995480e-06,4.859539590725492353e-03,9.951325459063409262e-01,5.883741543938730943e-09,9.259002375692731952e-06,4.856837232616574573e-03,9.951338978812660496e-01,7.488753674893088297e-01,1.218996575482681009e-03,6.394282789880686435e-01
8.163870296179855102e-03,9.983672470210465111e-01,4.352727250996455757e-09,7.984588689091487725e-06,4.882276701300530299e-03,9.951097343572831155e-01,5.966989751265714355e-09,9.346050260108578359e-06,4.879548935371042818e-03,9.951110990473790441e-01,7.466951814801318088e-01,1.221162638868317002e-03,6.375658902497213232e-01
8.252681153213895990e-03,9.983594924739186416e-01,4.415040393882993384e-09,8.060549708207087331e-06,4.905388233706479625e-03,9.950865468015449578e-01,6.052412490511103648e-09,9.434950937868777647e-06,4.902634519130605155e-03,9.950879244775190369e-01,7.445009570545660926e-01,1.223366364951696287e-03,6.356915059602589180e-01
8.342458141266809526e-03,9.983516097581647264e-01,4.478990123058873141e-09,8.138134197764079113e-06,4.928881020139923123e-03,9.950629763666721805e-01,6.140078764225073149e-09,9.525751454924533712e-06,4.926100802359384759e-03,9.950643673061068117e-01,7.422926950795413203e-01,1.225608315943173526e-03,6.338051267780835385e-01
8.433211770417827977e-03,9.983435965241183041e-01,4.544628624126768410e-09,8.217383538866511830e-06,4.952762026681481987e-03,9.950390160451509924e-01,6.230060111683695702e-09,9.618500230542079583e-06,4.949954737003619924e-03,9.950404205327056939e-01,7.400703983159749866e-01,1.227889059874643458e-03,6.319067549783824456e-01
8.524952665080364617e-03,9.983354503757658760e-01,4.612010009213440493e-09,8.298340324586250114e-06,4.977038356023171482e-03,9.950146586916421843e-01,6.322430713159461134e-09,9.713247101846998318e-06,4.974203411206262575e-03,9.950160770192610915e-01,7.378340714474168616e-01,1.230209170587551800e-03,6.299963944775933689e-01
8.617691565245730670e-03,9.983271688697927804e-01,4.681190396441331038e-09,8.381048399381766867e-06,5.001717250251705785e-03,9.949898970201584980e-01,6.417267498875363314e-09,9.810043369939302127e-06,4.998854052079317045e-03,9.949913294872831937e-01,7.355837211085911598e-01,1.232569227718405096e-03,6.280740508577853376e-01
8.711439327740514924e-03,9.983187495146071955e-01,4.752227992990492191e-09,8.465552899921651705e-06,5.026806093694591131e-03,9.949647236011774920e-01,6.514650262856450653e-09,9.908941847626017465e-06,5.023914028532077726e-03,9.949661705149699387e-01,7.333193559138146966e-01,1.234969816681719687e-03,6.261397313909325968e-01
8.806206927497554904e-03,9.983101897693468230e-01,4.825183181881676433e-09,8.551900297314783634e-06,5.052312415815356748e-03,9.949391308587041127e-01,6.614661781914339186e-09,1.000999690883103089e-05,5.049390854156318546e-03,9.949405925342729162e-01,7.310409864852808193e-01,1.237411528650343229e-03,6.241934450630733933e-01
8.902005458840735533e-03,9.983014870428608134e-01,4.900118612720451908e-09,8.640138440870951650e-06,5.078243894179979706e-03,9.949131110672605471e-01,6.717387940031180188e-09,1.011326453976322626e-05,5.075292190174225671e-03,9.949145878278979893e-01,7.287486254811884612e-01,1.239894960533085644e-03,6.222352025983399759e-01
