G_mM,theta,p0_H,p1_H,p2_H,p3_H,p0_R,p1_R,p2_R,p3_R,UT_H,UR,UT_R
2.213512340518844213e-01,8.765954255976927678e-01,1.879289882703381225e-03,4.004819730213360351e-02,2.844794589545443508e-01,6.735930538606186291e-01,2.576247677173189310e-03,4.576225371941420456e-02,2.709604727365733101e-01,6.807010258668393377e-01,3.742592087424693320e-02,5.268713139760912434e-03,3.119630016074488588e-02
2.237592087120023610e-01,8.743958834543668068e-01,1.981580042353262971e-03,4.138444215256723013e-02,2.880987252047053082e-01,6.685352526003741636e-01,2.716473402124475276e-03,4.726539889593888571e-02,2.741321316386483575e-01,6.758859960632883634e-01,3.679740891793122082e-02,5.285827764931790539e-03,3.065699785726352586e-02
2.261933785816868936e-01,8.721629990505039842e-01,2.089150468716095572e-03,4.275944502913604783e-02,2.917246613840676628e-01,6.634267431180801422e-01,2.863937645720104983e-03,4.881075491321520965e-02,2.772976800848971912e-01,6.710276273561674998e-01,3.617857266158473750e-02,5.302862231859713053e-03,3.012597115777035719e-02
2.286540286261474486e-01,8.698965134684651934e-01,2.202250944947361459e-03,4.417399878814168984e-02,2.953557091834789206e-01,6.582680410834319540e-01,3.018982826274593800e-03,5.039910018987232149e-02,2.804553107360355790e-01,6.661266062478174987e-01,3.556929580108900146e-02,5.319816007471458996e-03,2.960312080598923035e-02
2.311414469105950165e-01,8.675961752523321246e-01,2.321141370536608864e-03,4.562889431182361871e-02,2.989902615077465464e-01,6.530597028098932277e-01,3.181965230203584200e-03,5.203120476270247513e-02,2.836031690269874561e-01,6.611836609801062803e-01,3.496946259542902530e-02,5.336688575948018466e-03,2.908834802406687695e-02
2.336559246339640628e-01,8.652617408096756613e-01,2.446092049141415301e-03,4.712491932149281970e-02,3.026266627805631604e-01,6.478023258488025959e-01,3.353255406604580165e-03,5.370782872431127675e-02,2.867393539025367422e-01,6.561995619665472734e-01,3.437895788687935633e-02,5.353479438627459404e-03,2.858155452982773237e-02
2.361977561630041189e-01,8.628929748191660476e-01,2.577383975837141059e-03,4.866285713430208021e-02,3.062632093463862337e-01,6.424965495434744600e-01,3.533238561036768002e-03,5.542972059512589478e-02,2.898619186691396843e-01,6.511751221746975293e-01,3.379766712050438771e-02,5.370188113903168713e-03,2.808264255344381302e-02
2.387672390667405775e-01,8.604896506436497949e-01,2.715309123012041477e-03,5.024348536355652262e-02,3.098981499729014377e-01,6.371430555405299678e-01,3.722314947443933642e-03,5.719761563011185879e-02,2.929688719664948482e-01,6.461111974559492488e-01,3.322547636298048973e-02,5.386814137117556210e-03,2.759151485352593844e-02
2.413646741513096605e-01,8.580515507482887605e-01,2.860170724083851892e-03,5.186757456264536742e-02,3.135296864575914388e-01,6.317425682556793154e-01,3.920900257090777219e-03,5.901223406078554695e-02,2.960581788622898003e-01,6.410086868198336951e-01,3.266227232074622733e-02,5.403357060451374934e-03,2.710807473264185974e-02
2.439903654951753875e-01,8.555784671233317429e-01,3.012283554159301928e-03,5.353588681286181039e-02,3.171559743418032595e-01,6.262958552911755961e-01,4.129426003308498717e-03,6.087427927336405004e-02,2.991277620733510112e-01,6.358685326499763368e-01,3.210794235748708897e-02,5.419816452808827803e-03,2.663222605226649164e-02
2.466446204847255186e-01,8.530702017110591839e-01,3.171974206702776571e-03,5.524917425557817480e-02,3.207751237355577767e-01,6.208037278021613092e-01,4.348339900769382371e-03,6.278443592415791641e-02,3.021755033161985238e-01,6.306917208588741497e-01,3.156237451096338686e-02,5.436191899698540435e-03,2.616387324717178720e-02
2.493277498502589895e-01,8.505265668364028198e-01,3.339581365225175943e-03,5.700817756946152670e-02,3.243852002561929404e-01,6.152670408091203136e-01,4.578106237934876852e-03,6.474336799360447259e-02,3.051992447897778904e-01,6.254792809786826613e-01,3.102545750918697318e-02,5.452483003110583995e-03,2.570292133926109154e-02
2.520400677023605929e-01,8.479473856407291343e-01,3.515456068946918623e-03,5.881362439362668171e-02,3.279842260837185219e-01,6.096866934537079619e-01,4.819206241242975607e-03,6.675171678061800340e-02,3.081967907928475081e-01,6.202322861852913594e-01,3.049708078595652835e-02,5.468689381389656504e-03,2.524927595085608989e-02
2.547818915686753671e-01,8.453324925182250649e-01,3.699961971334180932e-03,6.066622769787216596e-02,3.315701811355778461e-01,6.040636291952157233e-01,5.072138429525793746e-03,6.881009883925912063e-02,3.111659094782290302e-01,6.149518532529859582e-01,2.997713449575739597e-02,5.484810669104573516e-03,2.480284331744169943e-02
2.575535424310804733e-01,8.426817335543129728e-01,3.893475590350392677e-03,6.256668410137734837e-02,3.351410043632552238e-01,5.983988359450170824e-01,5.337418957069913795e-03,7.091910386003191791e-02,3.141043347457871393e-01,6.096391424371110368e-01,2.946550952803579301e-02,5.500846516914198285e-03,2.436353029987703769e-02
2.603553447632612206e-01,8.399949669654785955e-01,4.096386549210460568e-03,6.451567214150347174e-02,3.386945951729259385e-01,5.926933461363601552e-01,5.615581943657300436e-03,7.307929249846040198e-02,3.170097682756710666e-01,6.042953572822111763e-01,2.896209752085507697e-02,5.516796591429928495e-03,2.393124439607918069e-02
2.631876265686985961e-01,8.372720635398702704e-01,4.309097806370402323e-03,6.651385049460484256e-02,3.422288149720682515e-01,5.869482367269565071e-01,5.907179789849404013e-03,7.529119415393549508e-02,3.198798817029700481e-01,5.989217443532450780e-01,2.846679087394217433e-02,5.532660575074915647e-03,2.350589375218647969e-02
2.660507194190662172e-01,8.345129070780038516e-01,4.532025873431221735e-03,6.856185615102648734e-02,3.457414888436417533e-01,5.811646291319004787e-01,6.212783475703320853e-03,7.755530470217397720e-02,3.227123189345302290e-01,5.935195928875923732e-01,2.797948276113425628e-02,5.548438165940096888e-03,2.308738717321016584e-02
2.689449584930489467e-01,8.317173948328607791e-01,4.765601019585435222e-03,7.066030254676150535e-02,3.492304073491383498e-01,5.753436890845147200e-01,6.532982841039951770e-03,7.987208418500973961e-02,3.255046986082779648e-01,5.880902343656722042e-01,2.750006714223282578e-02,5.564129077637211887e-03,2.267563413318024121e-02
2.718706826155807832e-01,8.288854379486643165e-01,5.010267461182715820e-03,7.280977765451307482e-02,3.526933284614326980e-01,5.694866264228715114e-01,6.868386845312311230e-03,8.224195446158226452e-02,3.282546166949055211e-01,5.826350419981998208e-01,2.702843877427603056e-02,5.579733039148921867e-03,2.227054478479486774e-02
2.748282342975101322e-01,8.260169618975656824e-01,5.266483534945539877e-03,7.501084203722270527e-02,3.561279796280208965e-01,5.635946947998108358e-01,7.219623805060313218e-03,8.466529682539102042e-02,3.309596492413399704e-01,5.771554301282086907e-01,2.656449322223719198e-02,5.595249794676127042e-03,2.187202996858018944e-02
2.778179597756987862e-01,8.231119069134559263e-01,5.534721853320104940e-03,7.726402686742132875e-02,3.595320599648292315e-01,5.576691913144292689e-01,7.587341606875543792e-03,8.714244959205451335e-02,3.336173552548961641e-01,5.716528535461737892e-01,2.610812686915910813e-02,5.610679103482694129e-03,2.148000122156854680e-02
2.808402090535533913e-01,8.201702284220977468e-01,5.815469440405740716e-03,7.956983191606428751e-02,3.629032425803609963e-01,5.517114560631689590e-01,7.972207893741808243e-03,8.967370566299406875e-02,3.362252797264933535e-01,5.661288067167707938e-01,2.565923692573419262e-02,5.626020739737607780e-03,2.109437078550382982e-02
2.838953359420022249e-01,8.171918974667314872e-01,6.109227846869451362e-03,8.192872351483368454e-02,3.662391770295297944e-01,5.457228716087670906e-01,8.374910222566958953e-03,9.225931007066118239e-02,3.387809567907819619e-01,5.605848229159898777e-01,2.521772143933895954e-02,5.641274492354781886e-03,2.071505161458107175e-02
2.869836981009128429e-01,8.141769011283014335e-01,6.416513242217035916e-03,8.434113249619207275e-02,3.695374918960604438e-01,5.397048623655305022e-01,8.796156190674159908e-03,9.489945751130586526e-02,3.412819130204610696e-01,5.550224732775588254e-01,2.478347930253362724e-02,5.656440164830559350e-03,2.034195738272960227e-02
2.901056570809651403e-01,8.111252429394083530e-01,6.737856482764773003e-03,8.680745211579823928e-02,3.727957975018841852e-01,5.336588938995527887e-01,9.236673528981506967e-03,9.759428987167222125e-02,3.437256708514855874e-01,5.494433657478605681e-01,2.435641026103538276e-02,5.671517575079104180e-03,1.997500249044693518e-02
2.932615783659765496e-01,8.080369432910916583e-01,7.073803153629862339e-03,8.932803596219307529e-02,3.760116887414492459e-01,5.275864721427278026e-01,9.697210159565230331e-03,1.003438937563820854e-01,3.461097521352652362e-01,5.438491439487873613e-01,2.393641492117609335e-02,5.686506555265740531e-03,1.961410207119263643e-02
2.964518314156882051e-01,8.049120398315086078e-01,7.424913583041078957e-03,9.190319585898541754e-02,3.791827480383800908e-01,5.214891425195934405e-01,1.017853421527755223e-02,1.031482980231456237e-01,3.484316818133503246e-01,5.382414859482265168e-01,2.352339475685388814e-02,5.701406951638399168e-03,1.925917199735017321e-02
2.996767897090188426e-01,8.017505878555631904e-01,7.791762827258706670e-03,9.453319976506818767e-02,3.823065484213979404e-01,5.153684889862751861e-01,1.068143401907410521e-02,1.060074713333041263e-01,3.506889917094795917e-01,5.326221029381421612e-01,2.311725211598803995e-02,5.716218624357273688e-03,1.891012888576483128e-02
3.029368307877853828e-01,7.985526606845334552e-01,8.174940624385951260e-03,9.721826967868428537e-02,3.853806567158731822e-01,5.092261329810565673e-01,1.120671802069571517e-02,1.089213197255463061e-01,3.528792244332198957e-01,5.269927378205380153e-01,2.271789022648822501e-02,5.730941447322796672e-03,1.856689010286707159e-02
3.062323363009031851e-01,7.953183500347102974e-01,8.575051315358088802e-03,9.995857955146586482e-02,3.884026368468631030e-01,5.030637322863129590e-01,1.175521468835527376e-02,1.118896842209969045e-01,3.549999373888094167e-01,5.213551637018383200e-01,2.232521320174672697e-02,5.745575308002078864e-03,1.822937376938872645e-02
3.095636920490645871e-01,7.920477663740702612e-01,8.992713730402617997e-03,1.027542532188319424e-01,3.913700532489174932e-01,4.968829798018479793e-01,1.232777235309038578e-02,1.149123384681801641e-01,3.570487068821572851e-01,5.157111822965720904e-01,2.193912604566477728e-02,5.760120107253873835e-03,1.789749876468142362e-02
3.129312880299027766e-01,7.887410392659813807e-01,9.428561039282704059e-03,1.056053623534047581e-01,3.942804743773982157e-01,4.906856022299143083e-01,1.292525900346775704e-02,1.179889864366658048e-01,3.590231323183207257e-01,5.100626222415456379e-01,2.155953465722243445e-02,5.774575759152221661e-03,1.757118473064544356e-02
3.163355184836508238e-01,7.853983176989355330e-01,9.883240563662317943e-03,1.085119244483540718e-01,3.971314763154983329e-01,4.844733586724853103e-01,1.354856202836148167e-02,1.211192601684851350e-01,3.609208404811383719e-01,5.044113373220149299e-01,2.118634583460172333e-02,5.788942190808873088e-03,1.725035207527714567e-02
3.197767819392923205e-01,7.820197704013069906e-01,1.035741354996530701e-02,1.114739008378008295e-01,3.999206464705813979e-01,4.782480391416524257e-01,1.419858790557427218e-02,1.243027175966455178e-01,3.627394898860652472e-01,4.987592046117149680e-01,2.081946727887397722e-02,5.803219342194572243e-03,1.693492197584436226e-02
3.232554812612191131e-01,7.786055861401182110e-01,1.085175490114755406e-02,1.144911947616391867e-01,4.026455873529243279e-01,4.720114629842889209e-01,1.487626183413387308e-02,1.275388404403051124e-01,3.644767751966334068e-01,4.931081225289275505e-01,2.045880759726014311e-02,5.817407165959352297e-03,1.662481638169720569e-02
3.267720236963915226e-01,7.751559740028133305e-01,1.136695286585365575e-02,1.175636494823096984e-01,4.053039204293796827e-01,4.657654772224569806e-01,1.558252730816982179e-02,1.308270321863483077e-01,3.661304316943538861e-01,4.874600088111279428e-01,2.010427630597524246e-02,5.831505627251880493e-03,1.631995801672386087e-02
3.303268209220168172e-01,7.716711636610286140e-01,1.190370868349651008e-02,1.206910464612368089e-01,4.078932900439510290e-01,4.595119548113156815e-01,1.631834563036626412e-02,1.341666161672656343e-01,3.676982397912836875e-01,4.818167984110843793e-01,1.975578383266580682e-02,5.845514703538037295e-03,1.602027038145882598e-02
3.339202890937422730e-01,7.681514056153668779e-01,1.246273618387232218e-02,1.238731036027734406e-01,4.104113673967355602e-01,4.532527928166187325e-01,1.708469536308948253e-02,1.375568337453576817e-01,3.691780295739156559e-01,4.761804413176372042e-01,1.941324151845103332e-02,5.859434384418744403e-03,1.572567775485284730e-02
3.375528488943734806e-01,7.645969714201943379e-01,1.304476134000953462e-02,1.271094735736058023e-01,4.128558545721768280e-01,4.469899105142078888e-01,1.788257171540501636e-02,1.409968426133514086e-01,3.705676853664990889e-01,4.705529003047443926e-01,1.907656161957714536e-02,5.873264671447189084e-03,1.543610519571253677e-02
3.412249255831251715e-01,7.610081538874774454e-01,1.365052177305003771e-02,1.303997422056648869e-01,4.152244886070877716e-01,4.407252474141972742e-01,1.871298586433826211e-02,1.444857152215761054e-01,3.718651503014004378e-01,4.649361486126851184e-01,1.874565730869457922e-02,5.887005577945541961e-03,1.515147854381794675e-02
3.449369490454032294e-01,7.573852672687224619e-01,1.428076620806509323e-02,1.337434269906124240e-01,4.175150455884124590e-01,4.344607612129099961e-01,1.957696420887296979e-02,1.480224373417990125e-01,3.730684308836155205e-01,4.593321675657124348e-01,1.842044267576835315e-02,5.900657128821227247e-03,1.487172442072693355e-02
3.486893538431330986e-01,7.537286474140716397e-01,1.493625387983312305e-02,1.371399756740085685e-01,4.197253447702685714e-01,4.281984256758897267e-01,2.047554755535427665e-02,1.516059067777988101e-01,3.741756015361245580e-01,4.537429441307223033e-01,1.810083272863056286e-02,5.914219360382865984e-03,1.459677023027387138e-02
3.524825792656325341e-01,7.500386519076573943e-01,1.561775388773396778e-02,1.405887649572218900e-01,4.218532526993821197e-01,4.219402284556620364e-01,2.140979023313769117e-02,1.552349322326225800e-01,3.751848091123696771e-01,4.481704684218699719e-01,1.778674339318525935e-02,5.927692320155968607e-03,1.432654415877155155e-02
3.563170693810375766e-01,7.463156601783379474e-01,1.632604449905756053e-02,1.440890993150848454e-01,4.238966873376437960e-01,4.156881688482138015e-01,2.238075913952111001e-02,1.589082323423159082e-01,3.760942773617906854e-01,4.426167311563722340e-01,1.747809151327510066e-02,5.941076066698461854e-03,1.406097517492418264e-02
3.601932730882912992e-01,7.425600735849577916e-01,1.706191240018089042e-02,1.476402099372043641e-01,4.258536221701752500e-01,4.094442554924395128e-01,2.338953271321174074e-02,1.626244348857177613e-01,3.769023113340558839e-01,4.370837210670145412e-01,1.717479485021879831e-02,5.954370669416153214e-03,1.379999302945927007e-02
3.641116441696932715e-01,7.387723154753372823e-01,1.782615189522695695e-02,1.512412538006692453e-01,4.277220902869687813e-01,4.032105040171350407e-01,2.443719983579751426e-02,1.663820761796114545e-01,3.776073017073724447e-01,4.315734222772185658e-01,1.687677208202966947e-02,5.967576208378178038e-03,1.354352825448711627e-02
3.680726413440260081e-01,7.349528312182094236e-01,1.861956405199938561e-02,1.548913128817307749e-01,4.295001884259119773e-01,3.969889346403578378e-01,2.552485866094141020e-02,1.701796006682326223e-01,3.782077290260821290e-01,4.260878116447437969e-01,1.658394280232353829e-02,5.980692774132555928e-03,1.329151216259498794e-02
3.720767283202537357e-01,7.311020882073866467e-01,1.944295579516760672e-02,1.585893935137814015e-01,4.311860809647743986e-01,3.907815697262765342e-01,2.665361537126290092e-02,1.740153607157189364e-01,3.787021678326134011e-01,4.206288560804047338e-01,1.629622751892632546e-02,5.993720467521895454e-03,1.304387684568474384e-02
3.761243738518108004e-01,7.272205758374689077e-01,2.029713894687637174e-02,1.623344258986970379e-01,4.327780038495701032e-01,3.845904313048564838e-01,2.782458286314583654e-02,1.778876166096751421e-01,3.790892906788052019e-01,4.151985098483737535e-01,1.601354765218933676e-02,6.006659399499344326e-03,1.280055517356083923e-02
3.802160517914769389e-01,7.233088054504730469e-01,2.118292921515401231e-02,1.661252637782704988e-01,4.342742684465778491e-01,3.784175385599976571e-01,2.903887935998548941e-02,1.817945367835026305e-01,3.793678720016190331e-01,4.097987118548928054e-01,1.573582553302228099e-02,6.019509690944869172e-03,1.256148079227709102e-02
3.843522411468494049e-01,7.193673102528026497e-01,2.210114513070980669e-02,1.699606842721107514e-01,4.356732653052410864e-01,3.722649052919383417e-01,3.029762695468399963e-02,1.857341982646035228e-01,3.795367918483332215e-01,4.044313829323792908e-01,1.546298440065230553e-02,6.032271472481886589e-03,1.232658812224951377e-02
3.885334261364225550e-01,7.153966452020408262e-01,2.305260693293047572e-02,1.738393878879676557e-01,4.369734678191506960e-01,3.661345373599511066e-01,3.160195008250499260e-02,1.897045873549517148e-01,3.795950394364592806e-01,3.990984231260840120e-01,1.519494840011795939e-02,6.044944884294399870e-03,1.209581235614259204e-02
3.927600962462716727e-01,7.113973868631167097e-01,2.403813540611157012e-02,1.777599987099778844e-01,4.381734357723595652e-01,3.600284301115511121e-01,3.295297392570711859e-02,1.937036005498436186e-01,3.795417165338412224e-01,3.938017089906080681e-01,1.493164257950723058e-02,6.057530075944617121e-03,1.186908945653693086e-02
3.970327462873589064e-01,7.073701332334436653e-01,2.505855066719717486e-02,1.817210647698459802e-01,4.392718187583854461e-01,3.539485658045713468e-01,3.435182275170210742e-02,1.977290456999351020e-01,3.793760406446924360e-01,3.885430909036703406e-01,1.467299288694756849e-02,6.070027206191193868e-03,1.164635615338498881e-02
4.013518764534594885e-01,7.033155035367117947e-01,2.611467090653573839e-02,1.857210586054174051e-01,4.402673594594225803e-01,3.478969110286242450e-01,3.579961818680425789e-02,2.017786434208762303e-01,3.790973479876994512e-01,3.833243904046199635e-01,1.441892616735697234e-02,6.082436442808113186e-03,1.142754994126265328e-02
4.057179923797171184e-01,6.992341379850767202e-01,2.720731108340484691e-02,1.897583780105250584e-01,4.411588967735051714e-01,3.418754141325649476e-01,3.729747742797454024e-02,2.058500287540404317e-01,3.787050962527649944e-01,3.781473975652198671e-01,1.416937015896434747e-02,6.094757962404283996e-03,1.121260907642363316e-02
4.101316052018411096e-01,6.951266975095594658e-01,2.833728157830283159e-02,1.938313469793744859e-01,4.419453687776641049e-01,3.358860026646585117e-01,3.884651139529814168e-02,2.099407530809689337e-01,3.781988671234888244e-01,3.730138684002440308e-01,1.392425348960702088e-02,6.106991950243939073e-03,1.100147257366341190e-02
4.145932316159411379e-01,6.909938634585561790e-01,2.950538680424919305e-02,1.979382168480607052e-01,4.426258155154625396e-01,3.299305808322275935e-01,4.044782282826843434e-02,2.140482862932220343e-01,3.775783685530822442e-01,3.679255223254272456e-01,1.368350567281421959e-02,6.119138600067830155e-03,1.079408020300028082e-02
4.191033939390194085e-01,6.868363372644186171e-01,3.071242377958637026e-02,2.020771676351357793e-01,4.431993815977134932e-01,3.240110269875643989e-01,4.210250432929438236e-02,2.181700192183878562e-01,3.768434367820850950e-01,3.628840396702325832e-01,1.344705710368379083e-02,6.131198113915358079e-03,1.059037248617964756e-02
4.236626201701143013e-01,6.826548400781632386e-01,3.195918066501555327e-02,2.062463095824017822e-01,4.436653186056600529e-01,3.181291911469226186e-01,4.381163635817867524e-02,2.223032663019874622e-01,3.759940380869989940e-01,3.578910592528348200e-01,1.321483905456072305e-02,6.143170701947613631e-03,1.039029069300893317e-02
4.282714440521156463e-01,6.784501123724302474e-01,3.324643526784633318e-02,2.104436848963691931e-01,4.440229872864318583e-01,3.122868925493526016e-01,4.557628518164964782e-02,2.264452685439977409e-01,3.750302702497648744e-01,3.529481760245876121e-01,1.298678367052455949e-02,6.155056582271445365e-03,1.019377683752907202e-02
4.329304051342480752e-01,6.742229135129091944e-01,3.457495351667420197e-02,2.146672696900297217e-01,4.442718595311903607e-01,3.064859172621057226e-01,4.739750078235386438e-02,2.305931966876568207e-01,3.739523637388972865e-01,3.480569387910920076e-01,1.276282396469386772e-02,6.166855980764555240e-03,1.000077367402966294e-02
4.376400488352337192e-01,6.699740212985272336e-01,3.594548790993268989e-02,2.189149761237968173e-01,4.444115201270266158e-01,3.007280158392438563e-01,4.927631473203519796e-02,2.347441546571402693e-01,3.727606825940320556e-01,3.432188480167924216e-01,1.254289381335507540e-02,6.178569130901696675e-03,9.811224692913889794e-03
4.424009265071471853e-01,6.657042314707698472e-01,3.735877594199486784e-02,2.231846547436612538e-01,4.444416682743833613e-01,2.950149010399605309e-01,5.121373803393643176e-02,2.388951832396155051e-01,3.714557250066497507e-01,3.384353537197982709e-01,1.232692795092269443e-02,6.190196273582034871e-03,9.625074116419317719e-03
4.472135954999579832e-01,6.614143571926127674e-01,3.881553851070655703e-02,2.274740970137551499e-01,4.443621188625317409e-01,2.893482456130065938e-01,5.321075893974677035e-02,2.430432640060596616e-01,3.700381235908022370e-01,3.337078534633913796e-01,1.211486196473884544e-02,6.201737656957657246e-03,9.442266894201243807e-03
4.520786192267816639e-01,6.571052284975982261e-01,4.031647831044777447e-02,2.317810380397096748e-01,4.441728034964426697e-01,2.837296801533998880e-01,5.526834074670974178e-02,2.471853234641490094e-01,3.685086453387779737e-01,3.290376904503631850e-01,1.190663228971848737e-02,6.213193536263364111e-03,9.262748698784066537e-03
4.569965672298370030e-01,6.527776917096981268e-01,4.186227821500351776e-02,2.361031594783257748e-01,4.438737712692435444e-01,2.781607910374271908e-01,5.738741958076254424e-02,2.513182374354087645e-01,3.668681912578004578e-01,3.244261517260281780e-01,1.170217620284771942e-02,6.224564173647692718e-03,9.086465920887017850e-03
4.619680152471197232e-01,6.484326088346782369e-01,4.345359965470762392e-02,2.404380926282481956e-01,4.434651892753459501e-01,2.726431184416981957e-01,5.956890217182301411e-02,2.554388356477215738e-01,3.651177956850527595e-01,3.198744664954026318e-01,1.150143181754197629e-02,6.235849838005260576e-03,8.913365664630025845e-03
4.669935452798070208e-01,6.440708569237592052e-01,4.509108099248709811e-02,2.447834216954999920e-01,4.429473428602611618e-01,2.671781544517518037e-01,6.181366362757058364e-02,2.595439065332317274e-01,3.632586252795471649e-01,3.153838045596505379e-01,1.130433807787045893e-02,6.247050804810487870e-03,8.743395742625106534e-03
4.720737456603878446e-01,6.396933274104631417e-01,4.677533590357724202e-02,2.491366872268994115e-01,4.423206356040800813e-01,2.617673412654433207e-01,6.412254521225814463e-02,2.636302022206081785e-01,3.612919776906196034e-01,3.109552748765140873e-01,1.111083475265385763e-02,6.258167355952663422e-03,8.576504670959385693e-03
4.772092111215418542e-01,6.353009254215987722e-01,4.850695176381163154e-02,2.534953897035918668e-01,4.415855890365850134e-01,2.564120694960114744e-01,6.649635213728018190e-02,2.676944437096321905e-01,3.592192799040985762e-01,3.065899242489890097e-01,1.092086242944128802e-02,6.269199779572459143e-03,8.412641664074705164e-03
4.824005428657606176e-01,6.308945690634333303e-01,5.028648805149390361e-02,2.578569932861240477e-01,4.407428420829701543e-01,2.511136765794118597e-01,6.893585137035855570e-02,2.717333262150650186e-01,3.570420862684940966e-01,3.022887361460822042e-01,1.073436250837319500e-02,6.280148369899885182e-03,8.251756629549640565e-03
4.876483486357325314e-01,6.264751886841571915e-01,5.211447476795322969e-02,2.622189297017482046e-01,4.397931502401722370e-01,2.458734452901262524e-01,7.144176947034183711e-02,2.757435246658335726e-01,3.547620762048357412e-01,2.980526296589888213e-01,1.055127719593590245e-02,6.291013427093732589e-03,8.093800162788766794e-03
4.929532427854894094e-01,6.220437261138377361e-01,5.399141088194504140e-02,2.665786022639000108e-01,4.387373844848517224e-01,2.406926023693032879e-01,7.401479045469257223e-02,2.797216993446602351e-01,3.523810516050883690e-01,2.938824585955587265e-01,1.037154949861422877e-02,6.301795257082532138e-03,7.938723541624628788e-03
4.983158463523264525e-01,6.176011338831181030e-01,5.591776280310625791e-02,2.709333900131121742e-01,4.375765299151027077e-01,2.355723172686789435e-01,7.665555370680496305e-02,2.836645016524405594e-01,3.499009339253492668e-01,2.897790107154050721e-01,1.019512321644786522e-02,6.312494171407038827e-03,7.786478720837300763e-03
5.037367871295098665e-01,6.131483744219805576e-01,5.789396288969584498e-02,2.752806519679809050e-01,4.363116841290090031e-01,2.305137010133142539e-01,7.936465193032231358e-02,2.875685799809005738e-01,3.473237609812899196e-01,2.857430071074871236e-01,1.002194293649710972e-02,6.323110487064303661e-03,7.637018326596293170e-03
5.092166997397677974e-01,6.086864192399744633e-01,5.992040799583925326e-02,2.796177314741813413e-01,4.349440553441961677e-01,2.255178051857832100e-01,8.214262915760939254e-02,2.914305856763479419e-01,3.446516834545522712e-01,2.817751017114903389e-01,9.851954026224001709e-03,6.333644526353317955e-03,7.490295650829968156e-03
5.147562257095883442e-01,6.042162480893409349e-01,6.199745806347781163e-02,2.839419606390009565e-01,4.334749602635418753e-01,2.205856210339793566e-01,8.498997881950870470e-02,2.952471790767263182e-01,3.418869611199982228e-01,2.778758809837666988e-01,9.685102626793777592e-03,6.344096616722285677e-03,7.346264645526692783e-03
5.203560135443208168e-01,5.997388481125508486e-01,6.412543476415621946e-02,2.882506648383342807e-01,4.319058216932102900e-01,2.157180787042992376e-01,8.790714188341834656e-02,2.990150356036022639e-01,3.390319588048876787e-01,2.740458637080916970e-01,9.521335646302503397e-03,6.354467090617529033e-03,7.204879916972651427e-03
5.260167188040936193e-01,5.952552129757998634e-01,6.630462019571088661e-02,2.925411672826627174e-01,4.302381659201423014e-01,2.109160466014840807e-01,9.089450506663118712e-02,3.027308518902699919e-01,3.360891420921667816e-01,2.702855009509319562e-01,9.360600752935821500e-03,6.364756285334040309e-03,7.066096719930638551e-03
5.317390041805639678e-01,5.907663419900568424e-01,6.853525563881321392e-02,2.968107936281577097e-01,4.284736198570743837e-01,2.061803308759546649e-01,9.395239913172660773e-02,3.063913519267714158e-01,3.330610727811065264e-01,2.665951761603953529e-01,9.202846368063835256e-03,6.374964542867726791e-03,6.929870951764023797e-03
5.375235395744936140e-01,5.862732392213139132e-01,7.081754037818378811e-02,3.010568766187210477e-01,4.266139079640647314e-01,2.015116750390303635e-01,9.708109727061793592e-02,3.099932932023315990e-01,3.299504041195414072e-01,2.629752054075091272e-01,9.048021659277434570e-03,6.385092209769332311e-03,6.796159146510470823e-03
5.433710021741775531e-01,5.817769125916989470e-01,7.315163059314823413e-02,3.052767607445495690e-01,4.246608489563594158e-01,1.969107597059428783e-01,1.002808135836567305e-01,3.135334728255297354e-01,3.267598758228734135e-01,2.594258377679401484e-01,8.896076533370406159e-03,6.395139637000079626e-03,6.664918468909101362e-03
5.492820765347194989e-01,5.772783729731657543e-01,7.553763832201070005e-02,3.094678069026097766e-01,4.226163523092510421e-01,1.923782024661284396e-01,1.035517016599319523e-01,3.170087336024135505e-01,3.234923088958794879e-01,2.559472558417749677e-01,8.746961629272491032e-03,6.405107179789033649e-03,6.536106708385506364e-03
5.552574546581707793e-01,5.727786332754833953e-01,7.797563050452427369e-02,3.136273970443188563e-01,4.204824145713392802e-01,1.879145578798176175e-01,1.068938532646284967e-01,3.204159700527678956e-01,3.201506002741283941e-01,2.525395764084751860e-01,8.600628310937686108e-03,6.414995197492195933e-03,6.409682272998287050e-03
5.612978360745453088e-01,5.682787075302719870e-01,8.046562810650426112e-02,3.177529387956845031e-01,4.182611154983021939e-01,1.835203175995090141e-01,1.103072971389922885e-01,3.237521343448465649e-01,3.167377173025136550e-01,2.492028512136472695e-01,8.457028660192248207e-03,6.424804053453363369e-03,6.285604183350915371e-03
5.674039279237089728e-01,5.637796099728508148e-01,8.300760533037498945e-02,3.218418700351895478e-01,4.159546140199435471e-01,1.791959106144919156e-01,1.137919979180992136e-01,3.270142421290642143e-01,3.132566920690215695e-01,2.459370678838150859e-01,8.316115469546926306e-03,6.434534114866730277e-03,6.163832066472786642e-03
5.735764450381676260e-01,5.592823541236563445e-01,8.560148891517628533e-02,3.258916634148299463e-01,4.135651440538422596e-01,1.749417036161514949e-01,1.173478551712597157e-01,3.301993782514467957e-01,3.097106156123580201e-01,2.427421509649353715e-01,8.177842234977326930e-03,6.444185752641282475e-03,6.044326149672796765e-03
