G_mM,total_log_ratio_sensitivity,via_PII,direct_glutamine
5.614204225278737859e+00,1.136499199638763002e+00,1.815619893347375224e-01,9.549372103136025691e-01
5.691857928753591978e+00,1.132698676764576362e+00,1.771740583075189224e-01,9.555246185127277414e-01
5.770585711015280062e+00,1.128993731747129914e+00,1.728890091696554665e-01,9.561047226058700943e-01
5.850402428344825267e+00,1.125382280520170752e+00,1.687046763450322784e-01,9.566776042468320140e-01
5.931323142510098734e+00,1.121862271569185054e+00,1.646189271767904416e-01,9.572433444158524596e-01
6.013363123608063354e+00,1.118431684732357212e+00,1.606296613674604301e-01,9.578020234186207515e-01
6.096537852946324776e+00,1.115088532621655304e+00,1.567348117145309361e-01,9.583537208855175127e-01
6.180863025964485225e+00,1.111830859557016993e+00,1.529323437979297484e-01,9.588985157710729901e-01
6.266354555195961851e+00,1.108656742720981470e+00,1.492202563571065066e-01,9.594364863536384291e-01
6.353028573270772306e+00,1.105564291270511035e+00,1.455965809806800126e-01,9.599677102352630609e-01
6.440901435959793808e+00,1.102551646647853545e+00,1.420593823281955936e-01,9.604922643417712624e-01
6.529989725261188482e+00,1.099616982935813780e+00,1.386067579549582762e-01,9.610102249230322302e-01
6.620310252529520767e+00,1.096758505880757184e+00,1.352368383229949067e-01,9.615216675534183910e-01
6.711880061648093587e+00,1.093974453780788281e+00,1.319477866880655603e-01,9.620266671324450014e-01
6.804716432245226265e+00,1.091263096730799020e+00,1.287377988963480657e-01,9.625252978855846075e-01
6.898836882955015071e+00,1.088622736578059857e+00,1.256051031756142411e-01,9.630176333652524789e-01
6.994259174723137740e+00,1.086051706744584067e+00,1.225479602619784086e-01,9.635037464519566885e-01
7.091001314158440927e+00,1.083548372138309901e+00,1.195646628001309358e-01,9.639837093556057335e-01
7.189081556930892347e+00,1.081111128886647066e+00,1.166535353001057207e-01,9.644575936169722530e-01
7.288518411216458048e+00,1.078738404070023194e+00,1.138129339645840843e-01,9.649254701093018527e-01
7.389330641189705062e+00,1.076428655366612475e+00,1.110412463349996631e-01,9.653874090400677010e-01
7.491537270564699647e+00,1.074180370963517817e+00,1.083368909779601069e-01,9.658434799528626824e-01
7.595157586184829057e+00,1.071992069023863792e+00,1.056983172621630968e-01,9.662937517294228895e-01
7.700211141662330228e+00,1.069862297686796637e+00,1.031240050882610421e-01,9.667382925917830105e-01
7.806717761068168393e+00,1.067789634490168282e+00,1.006124643834453991e-01,9.671771701045512870e-01
7.914697542672882946e+00,1.065772686148491744e+00,9.816223497409212739e-02,9.676104511773063743e-01
8.024170862739246957e+00,1.063810088242078677e+00,9.577188617028357942e-02,9.680382020671078891e-01
8.135158379367346981e+00,1.061900504639723408e+00,9.344001628359020761e-02,9.684604883811159803e-01
8.247681036392883414e+00,1.060042627587520769e+00,9.116525246909837343e-02,9.688773750793178152e-01
8.361760067339327307e+00,1.058235176820687684e+00,8.894625032856956492e-02,9.692889264773543179e-01
8.477416999424791655e+00,1.056476899563563165e+00,8.678169330864894671e-02,9.696952062494467173e-01
8.594673657624349872e+00,1.054766569907883422e+00,8.467029247219623467e-02,9.700962774314119130e-01
8.713552168788442742e+00,1.053102988635146176e+00,8.261078616517393558e-02,9.704922024237723210e-01
8.834074965818349057e+00,1.051484982639294685e+00,8.060193964671449884e-02,9.708830429949469876e-01
8.956264791899396727e+00,1.049911404704673146e+00,7.864254439297292676e-02,9.712688602845273023e-01
9.080144704792642685e+00,1.048381132884301792e+00,7.673141804318196757e-02,9.716497148066288725e-01
9.205738081186012778e+00,1.046893070277832294e+00,7.486740381419722257e-02,9.720256664533188928e-01
9.333068621105603313e+00,1.045446144587458548e+00,7.304937009717910046e-02,9.723967744981142358e-01
9.462160352387932960e+00,1.044039307762645308e+00,7.127621015066613885e-02,9.727630975995471552e-01
9.593037635214122005e+00,1.042671535289585449e+00,6.954684149906162349e-02,9.731246938047952710e-01
9.725725166706805425e+00,1.041341826324426734e+00,6.786020578309355511e-02,9.734816205533725064e-01
9.860247985590524067e+00,1.040049202716275545e+00,6.621526804328822791e-02,9.738339346808774222e-01
9.996631476916668646e+00,1.038792709096014732e+00,6.461101667491672695e-02,9.741816924227980623e-01
1.013490137685379366e+01,1.037571411988125192e+00,6.304646261179180922e-02,9.745249494183662042e-01
1.027508377754407576e+01,1.036384399899503705e+00,6.152063921442782468e-02,9.748637607144631234e-01
1.041720513202704446e+01,1.035230782564511287e+00,6.003260177648211959e-02,9.751981807695689897e-01
1.056129225923143444e+01,1.034109690589701813e+00,5.858142710716832818e-02,9.755282634577572276e-01
1.070737234903595159e+01,1.033020275187368497e+00,5.716621313834763241e-02,9.758540620727289561e-01
1.085547296740017664e+01,1.031961707820272522e+00,5.578607847124410213e-02,9.761756293318858413e-01
1.100562206156640066e+01,1.030933179491100304e+00,5.444016211652466519e-02,9.764930173804381441e-01
1.115784796533333179e+01,1.029933900698054572e+00,5.312762290237096202e-02,9.768062777955452969e-01
1.131217940440286185e+01,1.028963100946356235e+00,5.184763936312502403e-02,9.771154615904883434e-01
1.146864550180069209e+01,1.028020028215337334e+00,5.059940900762519012e-02,9.774206192188700237e-01
1.162727578337204548e+01,1.027103948825214275e+00,4.938214825363732019e-02,9.777218005788409494e-01
1.178810018335323662e+01,1.026214146815362938e+00,4.819509180929015812e-02,9.780190550173496478e-01
1.195114905002043848e+01,1.025349923811091912e+00,4.703749248293562918e-02,9.783124313344140344e-01
1.211645315141656987e+01,1.024510598490735447e+00,4.590862074424791744e-02,9.786019777874136460e-01
1.228404368115729284e+01,1.023695506319199922e+00,4.480776423952754356e-02,9.788877420953987496e-01
1.245395226431741165e+01,1.022903999103874639e+00,4.373422766675492956e-02,9.791697714434149935e-01
1.262621096339871762e+01,1.022135444772587221e+00,4.268733226607904219e-02,9.794481124868422706e-01
1.280085228438023925e+01,1.021389226796287630e+00,4.166641544986252055e-02,9.797228113557461260e-01
1.297790918285229900e+01,1.020664744144639258e+00,4.067083050434543157e-02,9.799939136592377142e-01
1.315741507023543200e+01,1.019961410797520784e+00,3.969994634577554693e-02,9.802614644898450802e-01
1.333940382008517744e+01,1.019278655389754817e+00,3.875314700982732119e-02,9.805255084278881039e-01
1.352390977448421339e+01,1.018615920989063284e+00,3.782983141488700796e-02,9.807860895458616612e-01
1.371096775052289729e+01,1.017972664429933616e+00,3.692941299346935019e-02,9.810432514128201165e-01
1.390061304686933141e+01,1.017348356580072277e+00,3.605131947879488402e-02,9.812970370987661450e-01
1.409288145043040785e+01,1.016742481629862027e+00,3.519499250857555106e-02,9.815474891790381129e-01
1.428780924310500744e+01,1.016154536959135157e+00,3.435988723173112602e-02,9.817946497386993432e-01
1.448543320863046269e+01,1.015584032559857519e+00,3.354547217108168333e-02,9.820385603769229421e-01
1.468579063952386043e+01,1.015030491080537445e+00,3.275122885223812758e-02,9.822792622113754035e-01
1.488891934411934415e+01,1.014493447293318695e+00,3.197665143502302632e-02,9.825167958825935521e-01
1.509485765370263266e+01,1.013972448138389382e+00,3.122124660039708038e-02,9.827512015583584892e-01
1.530364442974433814e+01,1.013467052013439229e+00,3.048453305147377432e-02,9.829825189380589912e-01
1.551531907123334797e+01,1.012976828684841735e+00,2.976604143855075130e-02,9.832107872570508000e-01
1.572992152211150163e+01,1.012501359287654168e+00,2.906531394869226598e-02,9.834360452910027028e-01
1.594749227881123943e+01,1.012040235437439151e+00,2.838190406599688798e-02,9.836583313602367262e-01
1.616807239789743988e+01,1.011593059718762788e+00,2.771537643487557295e-02,9.838776833340524552e-01
1.639170350381503027e+01,1.011159444930243012e+00,2.706530628658885759e-02,9.840941386350429143e-01
1.661842779674361381e+01,1.010739013862504976e+00,2.643127964323697260e-02,9.843077342433947940e-01
1.684828806056086492e+01,1.010331399342589975e+00,2.581289266325863252e-02,9.845185067011769098e-01
1.708132767091610660e+01,1.009936243656639476e+00,2.520975156183575400e-02,9.847264921166114515e-01
1.731759060341537548e+01,1.009553198638712956e+00,2.462147246522145005e-02,9.849317261683301350e-01
1.755712144191985757e+01,1.009181925093471932e+00,2.404768104728149947e-02,9.851342441096153646e-01
1.779996538695912989e+01,1.008822093018224564e+00,2.348801225167661960e-02,9.853340807726225226e-01
1.804616826426058296e+01,1.008473380803565078e+00,2.294211021753086305e-02,9.855312705725830513e-01
1.829577653339698529e+01,1.008135475588645136e+00,2.240962807140279081e-02,9.857258475119925478e-01
1.854883729655368185e+01,1.007808072728266779e+00,2.189022751818988505e-02,9.859178451847757652e-01
1.880539830741686913e+01,1.007490875659655671e+00,2.138357885438704753e-02,9.861072967804332956e-01
1.906550798018497161e+01,1.007183595680416488e+00,2.088936057794429924e-02,9.862942350881674924e-01
1.932921539870469019e+01,1.006885951770897236e+00,2.040725931923472597e-02,9.864786925009862983e-01
1.959657032573320734e+01,1.006597670594189253e+00,1.993696958760064405e-02,9.866607010197863126e-01
1.986762321232871287e+01,1.006318485874402313e+00,1.947819360301450420e-02,9.868402922574135427e-01
2.014242520737081676e+01,1.006048138529891389e+00,1.903064112856256429e-02,9.870174974426998427e-01
2.042102816721232728e+01,1.005786376540029892e+00,1.859402911846920470e-02,9.871923474244779229e-01
2.070348466546513322e+01,1.005532954545529378e+00,1.816808187211936543e-02,9.873648726755709371e-01
2.098984800292074482e+01,1.005287633804030634e+00,1.775253053197764497e-02,9.875351032967594200e-01
2.128017221760855904e+01,1.005050182056876906e+00,1.734711300324441943e-02,9.877030690207223573e-01
2.157451209499304312e+01,1.004820373218251461e+00,1.695157399197554787e-02,9.878687992159537190e-01
2.187292317831198929e+01,1.004597987375177581e+00,1.656566450502328439e-02,9.880323228906541244e-01
2.217546177905772709e+01,1.004382810698700723e+00,1.618914200721242869e-02,9.881936686965956396e-01
2.248218498760353157e+01,1.004174634910981467e+00,1.582176995613868847e-02,9.883528649329620386e-01
2.279315068397655608e+01,1.003973257462931201e+00,1.546331792672754959e-02,9.885099395501609765e-01
2.310841754878023124e+01,1.003778481534212119e+00,1.511356136591731486e-02,9.886649201536114040e-01
2.342804507426751215e+01,1.003590115367103408e+00,1.477228133102492444e-02,9.888178340075031159e-01
2.375209357556732925e+01,1.003407972532954773e+00,1.443926449787429414e-02,9.889687080385289875e-01
2.408062420206626797e+01,1.003231871798959673e+00,1.411430295053993367e-02,9.891175688395902332e-01
2.441369894894792480e+01,1.003061636728475037e+00,1.379719405566363563e-02,9.892644426734745755e-01
2.475138066889138244e+01,1.002897095903065861e+00,1.348774043812077904e-02,9.894093554765055476e-01
2.509373308393198343e+01,1.002738082389598162e+00,1.318574957003070328e-02,9.895523328621645964e-01
2.544082079748590886e+01,1.002584434095510346e+00,1.289103396590961584e-02,9.896934001246857626e-01
2.579270930654113059e+01,1.002435993147088311e+00,1.260341090698549951e-02,9.898325822426203846e-01
2.614946501401693268e+01,1.002292606155918975e+00,1.232270221634803459e-02,9.899699038823746022e-01
2.651115524129463807e+01,1.002154123863618906e+00,1.204873443818071412e-02,9.901053894017191048e-01
2.687784824092115343e+01,1.002020401230652169e+00,1.178133837796147346e-02,9.902390628532680150e-01
2.724961320948871446e+01,1.001891297214285714e+00,1.152034924860203743e-02,9.903709479879316824e-01
2.762652030069255105e+01,1.001766674724180461e+00,1.126560646354690318e-02,9.905010682583383907e-01
2.800864063856919728e+01,1.001646400311528851e+00,1.101695349742695673e-02,9.906294468222295313e-01
2.839604633091791186e+01,1.001530344391099447e+00,1.077423784787453695e-02,9.907561065458235783e-01
2.878881048290767808e+01,1.001418380841556655e+00,1.053731086299786006e-02,9.908810700071528643e-01
2.918700721087271432e+01,1.001310387183096395e+00,1.030602772044976467e-02,9.910043594993708238e-01
2.959071165629819333e+01,1.001206244399810430e+00,1.008024738986496895e-02,9.911259970340299263e-01
3.000000000000000000e+01,1.001105836540006067e+00,9.859832242323188223e-03,9.912460043443308555e-01
