# Fig 7b-d: n=3, A=1, Bhat=Ghat=0.4, Khat=1; (enzyme x, target x)
l,b_theta_1x1x,c_theta_bridge_1x1x,d_theta_1x1x,d_TL_1x1x,b_theta_2x1x,c_theta_bridge_2x1x,d_theta_2x1x,d_TL_2x1x,b_theta_1x4x,c_theta_bridge_1x4x,d_theta_1x4x,d_TL_1x4x,b_theta_2x4x,c_theta_bridge_2x4x,d_theta_2x4x,d_TL_2x4x
0.17949570205666482,0.847817219690061,0.879310697287562,0.8330248775418502,0.3151889755923359,0.847814478578588,0.879310697287562,0.8210574288231838,0.44239934520802976,0.8478183571906008,0.9275668968502834,0.8385569419167257,0.3819599533217587,0.8478167535005112,0.9275668968502834,0.8300178644072961,0.5757369068946119
0.18336669752668752,0.8450438461988447,0.8769601011422599,0.8302157814740946,0.32083118438726294,0.8450410961299023,0.8769601011422599,0.8182416280987433,0.44972568669260193,0.8450449949473063,0.9260572491408028,0.835796450252698,0.38734049308789487,0.8450433935465128,0.9260572491408028,0.8272693845149166,0.5826373241205561
0.18732117469436227,0.8422293363745529,0.8745690207326473,0.8273700368742182,0.3265680912617633,0.842226578187717,0.8745690207326473,0.8153927526615764,0.4571606871021741,0.8422304959935336,0.9245173505645061,0.8329974600251902,0.3927975335448418,0.8422288973442352,0.9245173505645061,0.8244847737406825,0.5896105121614192
0.19136093392186904,0.8393734230871588,0.8721369778235935,0.8244874835585417,0.33240133596224036,0.8393706576448121,0.8721369778235935,0.8125107020750743,0.46470596723364377,0.8393745931807697,0.9229466503583196,0.8301597306095744,0.39833271700796136,0.8393729977494893,0.9229466503583196,0.8216638176793744,0.5966579589913636
0.1954878143979098,0.8364758504140645,0.8696634979316352,0.8215679711617768,0.33833259450484776,0.8364730786011662,0.8696634979316352,0.8095953842861134,0.472363181733771,0.8364770305679515,0.9213445903630715,0.8272830314220633,0.4039477318964257,0.8364754388253237,0.9213445903630715,0.8188063110248032,0.6037812032654795
0.19970369497503945,0.8335363741523025,0.8671481108276047,0.8186113595002779,0.3443635801524066,0.8335335968761194,0.8671481108276047,0.8066467159098786,0.4801340200040547,0.8335375639336933,0.9197106050608527,0.8243671423996495,0.40964431365070175,0.8335359763542458,0.9197106050608527,0.8159120580148665,0.6109818353485454
0.2040104950250548,0.830554762335436,0.8645903510574264,0.8156175189381972,0.35049604441198495,0.8305519805252443,0.8645903510574264,0.8036646225175099,0.4880202071236665,0.8305559612932183,0.9180441216216887,0.8214118544852251,0.4154242456595826,0.8305543783551484,0.9180441216216887,0.8129808728818669,0.6182614983495013
0.20841017531283004,0.8275307957545469,0.8619897584812151,0.8125863307561138,0.3567317780532936,0.8275280103612962,0.8619897584812151,0.8006490389262452,0.4960235047906988,0.8275320034193739,0.9163445599600749,0.8184169701172886,0.4212893601971902,0.8275304256043214,0.9163445599600749,0.8100125803075438,0.6256218891619276
0.2129047388889981,0.8244642684826564,0.8593458788307686,0.8095176875217008,0.3630726121480585,0.8244614804786025,0.8593458788307686,0.7975999094917054,0.5041457122820039,0.8244654843670841,0.9146113328019497,0.8153823037236139,0.42724153937040577,0.8244639121598981,0.9146113328019497,0.8070070158822386,0.633064759510869
0.21749623200188342,0.8213549884018935,0.8566582642855198,0.806411493461963,0.3695204191305299,0.8213521987801946,0.8566582642855198,0.7945171884019572,0.5123886674319127,0.8213562120005461,0.9128438457627058,0.8123076822182268,0.43328271607720154,0.8213546458890496,0.9128438457627058,0.803964026567579,0.6405919170063421
0.22218674502910069,0.818202777732687,0.8539264740669673,0.803267664836548,0.37607711387928866,0.8181999875069658,0.8539264740669673,0.7914008399729461,0.5207542476301363,0.8182040085224555,0.9110414974368666,0.809192945500994,0.439414874976373,0.8182024489972032,0.9110414974368666,0.8008834711620355,0.6482052262039186
