draw,model,n_0p5,n_5,n_36
1.740000000000000000e+02,1.000000000000000000e+00,3.189959278629427075e+00,3.280229535811550967e+00,3.597098886159289854e+00
1.740000000000000000e+02,2.000000000000000000e+00,7.329743284457418184e+00,7.913177729109923675e+00,5.539505595548656736e+00
1.740000000000000000e+02,3.000000000000000000e+00,4.547277575779678394e+00,4.863703885282628647e+00,4.861253557612767118e+00
1.750000000000000000e+02,0.000000000000000000e+00,3.660783602370893952e+00,3.917794871466720785e+00,5.430697949465501218e+00
1.750000000000000000e+02,1.000000000000000000e+00,2.653500385670739536e+00,2.735547127154227542e+00,3.620364671894346298e+00
1.750000000000000000e+02,2.000000000000000000e+00,5.752420223040497937e+00,6.346251125645421709e+00,6.668731065890971976e+00
1.750000000000000000e+02,3.000000000000000000e+00,3.660783602370926815e+00,3.917794871466541373e+00,5.430697949465486118e+00
1.760000000000000000e+02,0.000000000000000000e+00,3.523465061966634337e+00,3.748812452994092936e+00,5.089448022947158812e+00
1.760000000000000000e+02,1.000000000000000000e+00,2.452988871491424305e+00,2.530318452555358366e+00,3.387510005188852258e+00
1.760000000000000000e+02,2.000000000000000000e+00,5.736895592412591505e+00,6.172186172961961148e+00,6.241568496998060489e+00
1.760000000000000000e+02,3.000000000000000000e+00,3.523465061967218315e+00,3.748812452993358857e+00,5.089448022947173911e+00
1.770000000000000000e+02,0.000000000000000000e+00,3.813673194616202800e+00,4.070942669356729660e+00,5.424650861091243392e+00
1.770000000000000000e+02,1.000000000000000000e+00,2.640261644843946431e+00,2.728215672342297449e+00,3.680159018401075954e+00
1.770000000000000000e+02,2.000000000000000000e+00,6.232242913448361676e+00,6.703919050859169282e+00,6.477673378793189052e+00
1.770000000000000000e+02,3.000000000000000000e+00,3.813673194614976669e+00,4.070942669356672816e+00,5.424650861091237175e+00
1.780000000000000000e+02,0.000000000000000000e+00,3.854384325132394817e+00,4.124071105068908949e+00,5.406371725135423745e+00
1.780000000000000000e+02,1.000000000000000000e+00,2.729461870928888700e+00,2.814055613378275034e+00,3.628212532899623977e+00
1.780000000000000000e+02,2.000000000000000000e+00,6.181596630542629534e+00,6.777273441998882042e+00,6.553411786697208363e+00
1.780000000000000000e+02,3.000000000000000000e+00,3.854384325133409117e+00,4.124071105068908061e+00,5.406371725135436179e+00
1.790000000000000000e+02,0.000000000000000000e+00,3.210580530528908572e+00,3.403308578777143545e+00,4.639468294527738124e+00
1.790000000000000000e+02,1.000000000000000000e+00,2.281007348025557935e+00,2.343655692958380055e+00,3.004394994323061230e+00
1.790000000000000000e+02,2.000000000000000000e+00,5.137866002987609093e+00,5.582283064556006202e+00,6.016683715784332698e+00
1.790000000000000000e+02,3.000000000000000000e+00,3.210580530528908572e+00,3.403308578777810123e+00,4.639468294527722136e+00
1.800000000000000000e+02,0.000000000000000000e+00,3.400487472769419206e+00,3.605010131022654996e+00,4.592205552265246737e+00
1.800000000000000000e+02,1.000000000000000000e+00,2.412573073177072036e+00,2.473454874590316432e+00,3.000412674668150093e+00
1.800000000000000000e+02,2.000000000000000000e+00,5.441026205596977583e+00,5.909629021005109450e+00,5.842169644262050987e+00
1.800000000000000000e+02,3.000000000000000000e+00,3.400487472770287400e+00,3.605010131022775344e+00,4.592205552265245849e+00
1.810000000000000000e+02,0.000000000000000000e+00,4.159311834243403005e+00,4.487082797870352913e+00,6.105160084935891796e+00
1.810000000000000000e+02,1.000000000000000000e+00,2.995153610008638445e+00,3.100928333722236641e+00,4.225262604734098204e+00
1.810000000000000000e+02,2.000000000000000000e+00,6.583501178839127554e+00,7.300355207975575134e+00,7.139428458355697948e+00
1.810000000000000000e+02,3.000000000000000000e+00,4.159311834243403894e+00,4.487082797870353801e+00,6.105160084935883802e+00
1.820000000000000000e+02,0.000000000000000000e+00,3.721690908888376725e+00,3.943282127797105741e+00,4.547935880861824209e+00
1.820000000000000000e+02,1.000000000000000000e+00,2.587189859582188944e+00,2.651413797476172007e+00,3.066939846963688154e+00
1.820000000000000000e+02,2.000000000000000000e+00,6.053421120137868705e+00,6.497623384429219939e+00,5.564553204765382510e+00
1.820000000000000000e+02,3.000000000000000000e+00,3.721690908888357185e+00,3.943282127797032022e+00,4.547935880861868618e+00
1.830000000000000000e+02,0.000000000000000000e+00,3.752691787880686469e+00,3.968839221099391246e+00,4.455052140115773440e+00
1.830000000000000000e+02,1.000000000000000000e+00,2.584111011200942443e+00,2.646707817723630729e+00,3.022060898908302651e+00
1.830000000000000000e+02,2.000000000000000000e+00,6.141486719842958131e+00,6.547601951798647235e+00,5.420125754440773491e+00
1.830000000000000000e+02,3.000000000000000000e+00,3.752691787880971130e+00,3.968839221098686032e+00,4.455052140115509651e+00
1.840000000000000000e+02,0.000000000000000000e+00,3.691735656571235591e+00,3.937741466469797391e+00,5.352977428211064037e+00
1.840000000000000000e+02,1.000000000000000000e+00,2.565522478877117596e+00,2.649102819365654504e+00,3.583145417941873578e+00
1.840000000000000000e+02,2.000000000000000000e+00,6.019348118630951205e+00,6.501635575222959318e+00,6.496682727443165994e+00
1.840000000000000000e+02,3.000000000000000000e+00,3.691735656571068613e+00,3.937741466469640184e+00,5.352977428211038280e+00
1.850000000000000000e+02,0.000000000000000000e+00,3.953092447515226038e+00,4.199071865023268124e+00,4.649097858560369723e+00
1.850000000000000000e+02,1.000000000000000000e+00,2.758475276807272003e+00,2.826165614468659104e+00,3.192661043094762618e+00
1.850000000000000000e+02,2.000000000000000000e+00,6.410048606601911558e+00,6.933307120095558496e+00,5.623927589548525674e+00
1.850000000000000000e+02,3.000000000000000000e+00,3.953092447515229146e+00,4.199071865023621619e+00,4.649097858559815499e+00
1.860000000000000000e+02,0.000000000000000000e+00,3.425248675613661309e+00,3.621339012502629462e+00,4.349926287975461214e+00
1.860000000000000000e+02,1.000000000000000000e+00,2.422341206814708769e+00,2.478887908179686406e+00,2.878824774843295575e+00
1.860000000000000000e+02,2.000000000000000000e+00,5.494985105720021856e+00,5.928985291738652741e+00,5.483700830401454063e+00
1.860000000000000000e+02,3.000000000000000000e+00,3.425248675613663973e+00,3.621339012501512578e+00,4.349926287975754313e+00
1.870000000000000000e+02,0.000000000000000000e+00,3.065996476083607369e+00,3.241519193158746592e+00,4.388108161410503527e+00
1.870000000000000000e+02,1.000000000000000000e+00,2.164569723396680967e+00,2.223068322368580318e+00,2.843143223003815390e+00
1.870000000000000000e+02,2.000000000000000000e+00,4.939749605793145371e+00,5.319979040428301609e+00,5.705990300042997454e+00
1.870000000000000000e+02,3.000000000000000000e+00,3.065996476083607369e+00,3.241519193158746148e+00,4.388108161410462671e+00
1.880000000000000000e+02,0.000000000000000000e+00,3.167960364539102791e+00,3.317124854040109927e+00,3.675729156353284122e+00
1.880000000000000000e+02,1.000000000000000000e+00,2.227789483616763544e+00,2.264825732206601216e+00,2.449663578966898125e+00
1.880000000000000000e+02,2.000000000000000000e+00,5.108187150184272163e+00,5.452343095959362174e+00,4.800064061480839861e+00
1.880000000000000000e+02,3.000000000000000000e+00,3.167960364539101015e+00,3.317124854040109927e+00,3.675729156353367166e+00
1.890000000000000000e+02,0.000000000000000000e+00,3.533140501964340263e+00,3.757258574611782365e+00,4.798238494306734658e+00
1.890000000000000000e+02,1.000000000000000000e+00,2.535590955882675246e+00,2.602867548316640800e+00,3.176245574310306186e+00
1.890000000000000000e+02,2.000000000000000000e+00,5.598378666682831017e+00,6.113808444415857579e+00,5.982636025249465028e+00
1.890000000000000000e+02,3.000000000000000000e+00,3.533140501964096014e+00,3.757258574611144653e+00,4.798238494306787949e+00
1.900000000000000000e+02,0.000000000000000000e+00,4.190942851107895883e+00,4.534516132818103173e+00,6.485921064395919977e+00
1.900000000000000000e+02,1.000000000000000000e+00,3.047495776368468245e+00,3.160069924991095291e+00,4.490544006520104325e+00
1.900000000000000000e+02,2.000000000000000000e+00,6.570895620940455650e+00,7.354479821485646163e+00,7.573657830125658741e+00
1.900000000000000000e+02,3.000000000000000000e+00,4.190942851107901213e+00,4.534516132816826861e+00,6.485921064395927971e+00
1.910000000000000000e+02,0.000000000000000000e+00,3.842659177972839846e+00,4.102894483807816961e+00,5.148567395092161547e+00
1.910000000000000000e+02,1.000000000000000000e+00,2.719640267358204078e+00,2.799662088045545172e+00,3.473713113209222492e+00
1.910000000000000000e+02,2.000000000000000000e+00,6.166914670049269631e+00,6.726381658294011245e+00,6.216067661380930254e+00
1.910000000000000000e+02,3.000000000000000000e+00,3.842659177972839846e+00,4.102894483807816073e+00,5.148567395092093157e+00
1.920000000000000000e+02,0.000000000000000000e+00,3.549312981823971036e+00,3.772280761588477471e+00,4.944200860628476413e+00
1.920000000000000000e+02,1.000000000000000000e+00,2.478596829942098623e+00,2.552157840154730017e+00,3.285728018302187081e+00
1.920000000000000000e+02,2.000000000000000000e+00,5.759830209253967936e+00,6.205514121927180327e+00,6.074093901311745647e+00
1.920000000000000000e+02,3.000000000000000000e+00,3.549312981823831592e+00,3.772280761588473919e+00,4.944200860628474636e+00
1.930000000000000000e+02,0.000000000000000000e+00,3.271622060851147484e+00,3.417719733531735304e+00,3.641056133937445427e+00
1.930000000000000000e+02,1.000000000000000000e+00,2.251874182452374029e+00,2.288514473829660112e+00,2.448820615152397018e+00
1.930000000000000000e+02,2.000000000000000000e+00,5.364847185739544777e+00,5.663928693454137075e+00,4.674808412282502879e+00
1.930000000000000000e+02,3.000000000000000000e+00,3.271622060851852698e+00,3.417719733531735304e+00,3.641056133937233596e+00
1.940000000000000000e+02,0.000000000000000000e+00,3.767544873704742336e+00,4.018052162266593896e+00,5.014716784625584900e+00
1.940000000000000000e+02,1.000000000000000000e+00,2.680777714040277093e+00,2.754870926246590468e+00,3.358327650042882695e+00
1.940000000000000000e+02,2.000000000000000000e+00,6.018646682993122887e+00,6.578719325780685523e+00,6.136090305142839263e+00
1.940000000000000000e+02,3.000000000000000000e+00,3.767544873704756547e+00,4.018052162266074312e+00,5.014716784625634638e+00
1.950000000000000000e+02,0.000000000000000000e+00,3.684357258521628875e+00,3.914846107648329632e+00,4.577088616297359636e+00
1.950000000000000000e+02,1.000000000000000000e+00,2.668471806380483535e+00,2.729720715018943533e+00,3.093921699084327237e+00
1.950000000000000000e+02,2.000000000000000000e+00,5.775732760734831217e+00,6.342156921531164393e+00,5.698296453989921240e+00
1.950000000000000000e+02,3.000000000000000000e+00,3.684357258520802425e+00,3.914846107647219853e+00,4.577088616297412926e+00
1.960000000000000000e+02,0.000000000000000000e+00,3.598804849128566019e+00,3.819144867621655948e+00,4.620109928254326981e+00
1.960000000000000000e+02,1.000000000000000000e+00,2.545739658340718137e+00,2.610783192831784838e+00,3.090776811609584396e+00
1.960000000000000000e+02,2.000000000000000000e+00,5.774039905940862916e+00,6.245867135951966631e+00,5.695424127234820943e+00
1.960000000000000000e+02,3.000000000000000000e+00,3.598804849128565575e+00,3.819144867621655060e+00,4.620109928254381160e+00
1.970000000000000000e+02,0.000000000000000000e+00,3.736618934495332223e+00,3.986622054160029016e+00,5.069329659593942772e+00
1.970000000000000000e+02,1.000000000000000000e+00,2.674391699592939542e+00,2.750589210853918054e+00,3.401844434404764250e+00
1.970000000000000000e+02,2.000000000000000000e+00,5.935969120076663330e+00,6.493889287671403387e+00,6.177237487410200067e+00
1.970000000000000000e+02,3.000000000000000000e+00,3.736618934495333555e+00,3.986622054160832818e+00,5.069329659593983628e+00
1.980000000000000000e+02,0.000000000000000000e+00,3.057005704488007236e+00,3.214860338295634890e+00,3.954862579820548785e+00
1.980000000000000000e+02,1.000000000000000000e+00,2.147570233011684593e+00,2.192455924240880982e+00,2.542985042250602845e+00
1.980000000000000000e+02,2.000000000000000000e+00,4.927866908354272546e+00,5.294909810173961340e+00,5.253472535971741131e+00
1.980000000000000000e+02,3.000000000000000000e+00,3.057005704487089748e+00,3.214860338295527420e+00,3.954862579820545676e+00
1.990000000000000000e+02,0.000000000000000000e+00,3.941218468909981620e+00,4.177276885224963543e+00,4.322925418631064609e+00
1.990000000000000000e+02,1.000000000000000000e+00,2.814180444141002990e+00,2.872008228974595401e+00,3.071786594373373536e+00
1.990000000000000000e+02,2.000000000000000000e+00,6.273114581669593903e+00,6.833153288608783349e+00,5.225267851966401089e+00
1.990000000000000000e+02,3.000000000000000000e+00,3.941218468909479355e+00,4.177276885225082559e+00,4.322925418631608174e+00
2.000000000000000000e+02,0.000000000000000000e+00,3.591752347612280793e+00,3.821445725973574348e+00,4.822711014969662813e+00
2.000000000000000000e+02,1.000000000000000000e+00,2.580226195292410818e+00,2.647492175407934578e+00,3.190570296176035825e+00
2.000000000000000000e+02,2.000000000000000000e+00,5.680201925656300332e+00,6.223309083611642478e+00,6.023369022738026324e+00
2.000000000000000000e+02,3.000000000000000000e+00,3.591752347612282126e+00,3.821445725973423801e+00,4.822711014969590870e+00
2.010000000000000000e+02,0.000000000000000000e+00,3.407640758402751491e+00,3.600556712554776606e+00,4.297172352938393836e+00
2.010000000000000000e+02,1.000000000000000000e+00,2.410277709621813980e+00,2.465455151155505398e+00,2.846229474633160006e+00
2.010000000000000000e+02,2.000000000000000000e+00,5.464766211950042418e+00,5.891045904335869388e+00,5.425548903042524351e+00
2.010000000000000000e+02,3.000000000000000000e+00,3.407640758402751935e+00,3.600556712554779271e+00,4.297172352938752660e+00
2.020000000000000000e+02,0.000000000000000000e+00,3.085073901872793289e+00,3.258174639032417552e+00,4.357416711791305630e+00
2.020000000000000000e+02,1.000000000000000000e+00,2.154302444281397388e+00,2.212117988362911625e+00,2.819505217941378206e+00
2.020000000000000000e+02,2.000000000000000000e+00,5.013422450173625755e+00,5.375864001312272933e+00,5.658205061036377437e+00
2.020000000000000000e+02,3.000000000000000000e+00,3.085073901872049440e+00,3.258174639032203501e+00,4.357416711791289643e+00
2.030000000000000000e+02,0.000000000000000000e+00,3.239940735279810635e+00,3.423442409923823870e+00,4.300054310899241727e+00
2.030000000000000000e+02,1.000000000000000000e+00,2.305618834194419708e+00,2.358922636306515663e+00,2.789240725539124721e+00
2.030000000000000000e+02,2.000000000000000000e+00,5.167716850815327945e+00,5.602749166237520839e+00,5.591933529970003924e+00
2.030000000000000000e+02,3.000000000000000000e+00,3.239940735279819073e+00,3.423442409922784702e+00,4.300054310899264820e+00
2.040000000000000000e+02,0.000000000000000000e+00,3.380810330886987458e+00,3.595398568284287499e+00,4.948246834277870931e+00
2.040000000000000000e+02,1.000000000000000000e+00,2.389026385722647472e+00,2.460699556616415595e+00,3.252653101510956102e+00
2.040000000000000000e+02,2.000000000000000000e+00,5.442845286114448733e+00,5.900989912757447442e+00,6.215398463993421885e+00
2.040000000000000000e+02,3.000000000000000000e+00,3.380810330886987902e+00,3.595398568283558749e+00,4.948246834277801653e+00
2.050000000000000000e+02,0.000000000000000000e+00,4.151550624310347715e+00,4.395099492998882695e+00,4.252027960972491805e+00
2.050000000000000000e+02,1.000000000000000000e+00,2.938201851973452516e+00,2.997187981862555084e+00,3.127609317454549398e+00
2.050000000000000000e+02,2.000000000000000000e+00,6.667371000479241694e+00,7.200409124165036090e+00,5.018205079998282692e+00
2.050000000000000000e+02,3.000000000000000000e+00,4.151550624310345938e+00,4.395099492999769097e+00,4.252027960972493581e+00
2.060000000000000000e+02,0.000000000000000000e+00,3.730446505874855045e+00,3.947980663271911439e+00,4.435356200322534193e+00
2.060000000000000000e+02,1.000000000000000000e+00,2.594257459082710771e+00,2.654695287849445418e+00,3.002750966334883032e+00
2.060000000000000000e+02,2.000000000000000000e+00,6.066100159509844936e+00,6.513459956883249191e+00,5.443569080752984846e+00
2.060000000000000000e+02,3.000000000000000000e+00,3.730446505874973173e+00,3.947980663271916324e+00,4.435356200323119502e+00
2.070000000000000000e+02,0.000000000000000000e+00,3.644514663402817156e+00,3.875949072047799593e+00,4.965659689281934241e+00
2.070000000000000000e+02,1.000000000000000000e+00,2.536674464361338366e+00,2.610733511380224581e+00,3.303352534825783948e+00
2.070000000000000000e+02,2.000000000000000000e+00,5.930372721240630085e+00,6.396000378720864354e+00,6.089775300243833733e+00
2.070000000000000000e+02,3.000000000000000000e+00,3.644514663402817156e+00,3.875949072047797372e+00,4.965659689281934241e+00
2.080000000000000000e+02,0.000000000000000000e+00,3.701731278531571245e+00,3.932819166213203044e+00,4.589326535333299262e+00
2.080000000000000000e+02,1.000000000000000000e+00,2.663144648225671318e+00,2.725076889785004841e+00,3.098470932166992320e+00
2.080000000000000000e+02,2.000000000000000000e+00,5.839990823000589693e+00,6.399953140548674924e+00,5.699368199732675500e+00
2.080000000000000000e+02,3.000000000000000000e+00,3.701731278531567693e+00,3.932819166213039619e+00,4.589326535333279722e+00
2.090000000000000000e+02,0.000000000000000000e+00,3.567813511455220965e+00,3.761914570371511335e+00,4.160481274558865294e+00
2.090000000000000000e+02,1.000000000000000000e+00,2.490886682753219006e+00,2.541441874192399641e+00,2.801636581338891485e+00
2.090000000000000000e+02,2.000000000000000000e+00,5.783166109901977769e+00,6.216359926735308683e+00,5.227133493340246240e+00
2.090000000000000000e+02,3.000000000000000000e+00,3.567813511455412812e+00,3.761914570371466038e+00,4.160481274558547327e+00
2.100000000000000000e+02,0.000000000000000000e+00,3.778266526693402572e+00,4.046951577707731396e+00,5.651651235106892379e+00
2.100000000000000000e+02,1.000000000000000000e+00,2.667989143344466907e+00,2.758937348984605631e+00,3.812729922055529741e+00
2.100000000000000000e+02,2.000000000000000000e+00,6.091869721515259073e+00,6.643221362614159631e+00,6.801663214699077642e+00
2.100000000000000000e+02,3.000000000000000000e+00,3.778266526693403460e+00,4.046951577707731396e+00,5.651651235106895044e+00
2.110000000000000000e+02,0.000000000000000000e+00,3.517925410583149226e+00,3.740113384702519639e+00,5.047281131363785533e+00
2.110000000000000000e+02,1.000000000000000000e+00,2.437106961118070458e+00,2.512166617107062461e+00,3.340416631634560041e+00
2.110000000000000000e+02,2.000000000000000000e+00,5.749002572787200727e+00,6.188549632302168924e+00,6.236755360815598337e+00
2.110000000000000000e+02,3.000000000000000000e+00,3.517925410582585233e+00,3.740113384702485888e+00,5.047281131363805962e+00
2.120000000000000000e+02,0.000000000000000000e+00,3.336884572566190865e+00,3.536501582704967728e+00,4.738322265302696401e+00
2.120000000000000000e+02,1.000000000000000000e+00,2.311562236644521207e+00,2.378737210334979313e+00,3.101617554113746955e+00
2.120000000000000000e+02,2.000000000000000000e+00,5.451568452699754985e+00,5.853258489552992216e+00,5.974720200045041452e+00
2.120000000000000000e+02,3.000000000000000000e+00,3.336884572566066076e+00,3.536501582705709357e+00,4.738322265302694625e+00
2.130000000000000000e+02,0.000000000000000000e+00,3.327730345275581758e+00,3.518454928901984857e+00,4.332461510789000769e+00
2.130000000000000000e+02,1.000000000000000000e+00,2.371067969091654515e+00,2.424436087182279653e+00,2.824170448266403621e+00
2.130000000000000000e+02,2.000000000000000000e+00,5.296223204010118479e+00,5.754068856754153138e+00,5.599980623391695111e+00
2.130000000000000000e+02,3.000000000000000000e+00,3.327730345275252688e+00,3.518454928901012302e+00,4.332461510789008763e+00
2.140000000000000000e+02,0.000000000000000000e+00,3.580590166402422003e+00,3.815714102357139481e+00,5.206528163950494559e+00
2.140000000000000000e+02,1.000000000000000000e+00,2.514306627622524104e+00,2.592442157969557570e+00,3.447899309292123071e+00
2.140000000000000000e+02,2.000000000000000000e+00,5.788333123688681248e+00,6.290203548486791973e+00,6.429429252235033587e+00
2.140000000000000000e+02,3.000000000000000000e+00,3.580590166403003760e+00,3.815714102357320670e+00,5.206528163950497223e+00
2.150000000000000000e+02,0.000000000000000000e+00,3.499820783388696288e+00,3.727406194450564758e+00,5.115262424965733246e+00
2.150000000000000000e+02,1.000000000000000000e+00,2.460642231541812386e+00,2.537600870221611959e+00,3.393410603218038890e+00
2.150000000000000000e+02,2.000000000000000000e+00,5.660990224498666734e+00,6.123648923712671888e+00,6.311068056567270546e+00
2.150000000000000000e+02,3.000000000000000000e+00,3.499820783388376544e+00,3.727406194450097132e+00,5.115262424965709265e+00
2.160000000000000000e+02,0.000000000000000000e+00,3.436092374618312739e+00,3.608023825738240653e+00,3.895232399744918528e+00
2.160000000000000000e+02,1.000000000000000000e+00,2.394187911406969960e+00,2.438253283938849325e+00,2.638691660380279469e+00
2.160000000000000000e+02,2.000000000000000000e+00,5.582777773829280754e+00,5.949221515173975128e+00,4.917937859090827146e+00
2.160000000000000000e+02,3.000000000000000000e+00,3.436092374618823442e+00,3.608023825737608714e+00,3.895232399744562812e+00
2.170000000000000000e+02,0.000000000000000000e+00,3.376803923855578482e+00,3.592652349162582137e+00,4.978981902681868021e+00
2.170000000000000000e+02,1.000000000000000000e+00,2.398494152052580208e+00,2.469692632762356954e+00,3.257074177071648258e+00
2.170000000000000000e+02,2.000000000000000000e+00,5.408931457357650352e+00,5.892414169813757319e+00,6.308264143869583229e+00
2.170000000000000000e+02,3.000000000000000000e+00,3.376803923856328993e+00,3.592652349162598568e+00,4.978981902681980820e+00
2.180000000000000000e+02,0.000000000000000000e+00,3.105542873416167637e+00,3.279193107544033925e+00,4.289233539715739063e+00
2.180000000000000000e+02,1.000000000000000000e+00,2.191948235258337263e+00,2.247387660816367205e+00,2.780425223140023938e+00
2.180000000000000000e+02,2.000000000000000000e+00,4.999185959093030540e+00,5.375136596544323631e+00,5.559868862062833372e+00
2.180000000000000000e+02,3.000000000000000000e+00,3.105542873416165417e+00,3.279193107543266983e+00,4.289233539715736399e+00
2.190000000000000000e+02,0.000000000000000000e+00,3.907249917315366972e+00,4.154393840471261257e+00,4.731307316244142136e+00
2.190000000000000000e+02,1.000000000000000000e+00,2.731193350433562816e+00,2.801290427410086270e+00,3.227989929686103654e+00
2.190000000000000000e+02,2.000000000000000000e+00,6.330367749009196743e+00,6.851239155822234750e+00,5.720769326699295831e+00
2.190000000000000000e+02,3.000000000000000000e+00,3.907249917315369192e+00,4.154393840471461985e+00,4.731307316244304673e+00
2.200000000000000000e+02,0.000000000000000000e+00,3.579560966832219027e+00,3.826423354723167414e+00,5.408420667893636846e+00
2.200000000000000000e+02,1.000000000000000000e+00,2.564557670180964699e+00,2.646663220785125059e+00,3.597304896223259885e+00
2.200000000000000000e+02,2.000000000000000000e+00,5.695573046220009594e+00,6.240063042646633029e+00,6.652346210774846114e+00
2.200000000000000000e+02,3.000000000000000000e+00,3.579560966833163604e+00,3.826423354722739756e+00,5.408420667893602207e+00
2.210000000000000000e+02,0.000000000000000000e+00,3.490607403369686779e+00,3.697961436012909608e+00,4.499171002640001582e+00
2.210000000000000000e+02,1.000000000000000000e+00,2.462326888103758549e+00,2.521076142831426115e+00,2.958547493533594253e+00
2.210000000000000000e+02,2.000000000000000000e+00,5.612419156565619183e+00,6.083639192416117503e+00,5.692411017646929139e+00
2.210000000000000000e+02,3.000000000000000000e+00,3.490607403368709338e+00,3.697961436013499803e+00,4.499171002640062866e+00
2.220000000000000000e+02,0.000000000000000000e+00,3.361539580207621114e+00,3.559460873576934414e+00,4.522550382452222628e+00
2.220000000000000000e+02,1.000000000000000000e+00,2.362763934284695555e+00,2.423342911503526764e+00,2.955648234779400418e+00
2.220000000000000000e+02,2.000000000000000000e+00,5.423248950731868412e+00,5.853436910421051742e+00,5.742451843252074362e+00
2.220000000000000000e+02,3.000000000000000000e+00,3.361539580207621114e+00,3.559460873576934414e+00,4.522550382452223516e+00
2.230000000000000000e+02,0.000000000000000000e+00,3.435805276824713594e+00,3.643584339588576082e+00,4.806956412532583656e+00
2.230000000000000000e+02,1.000000000000000000e+00,2.380073692806317531e+00,2.449706026322058250e+00,3.170279500686123519e+00
2.230000000000000000e+02,2.000000000000000000e+00,5.613820748427510665e+00,6.017783753027455163e+00,5.979748897077134195e+00
2.230000000000000000e+02,3.000000000000000000e+00,3.435805276825254495e+00,3.643584339588361143e+00,4.806956412532563228e+00
2.240000000000000000e+02,0.000000000000000000e+00,3.792012581096364965e+00,4.007301162079807355e+00,4.190510127943229968e+00
2.240000000000000000e+02,1.000000000000000000e+00,2.697248582843561504e+00,2.749627739381601543e+00,2.937624280383428488e+00
2.240000000000000000e+02,2.000000000000000000e+00,6.056710002954138972e+00,6.562311253762022289e+00,5.148269026652922520e+00
2.240000000000000000e+02,3.000000000000000000e+00,3.792012581096499968e+00,4.007301162079729195e+00,4.190510127943231744e+00
2.250000000000000000e+02,0.000000000000000000e+00,3.451550155772173500e+00,3.654254589406770393e+00,4.602385679138286001e+00
2.250000000000000000e+02,1.000000000000000000e+00,2.393591976006268940e+00,2.457766145779956002e+00,3.030596997345086585e+00
2.250000000000000000e+02,2.000000000000000000e+00,5.630873864852807387e+00,6.031792071506500541e+00,5.742967097369945151e+00
2.250000000000000000e+02,3.000000000000000000e+00,3.451550155772160178e+00,3.654254589406769060e+00,4.602385679138283336e+00
2.260000000000000000e+02,0.000000000000000000e+00,3.618881712179203625e+00,3.870277570470032735e+00,5.455477133352233388e+00
2.260000000000000000e+02,1.000000000000000000e+00,2.583586160528799969e+00,2.666910821829719058e+00,3.626850705650090045e+00
2.260000000000000000e+02,2.000000000000000000e+00,5.772720143595156728e+00,6.329303307557399449e+00,6.709720891082831429e+00
2.260000000000000000e+02,3.000000000000000000e+00,3.618881712179816468e+00,3.870277570469969231e+00,5.455477133352228947e+00
2.270000000000000000e+02,0.000000000000000000e+00,3.852758225479381071e+00,4.112205752712589479e+00,5.207045968124350388e+00
2.270000000000000000e+02,1.000000000000000000e+00,2.702936589570274162e+00,2.784018300641061483e+00,3.507376491317474976e+00
2.270000000000000000e+02,2.000000000000000000e+00,6.227366417501889018e+00,6.774142616810025608e+00,6.282869421105388597e+00
2.270000000000000000e+02,3.000000000000000000e+00,3.852758225479381071e+00,4.112205752713570028e+00,5.207045968124343283e+00
2.280000000000000000e+02,0.000000000000000000e+00,4.404491113787067036e+00,4.749891833411232334e+00,5.580960182877364950e+00
2.280000000000000000e+02,1.000000000000000000e+00,3.191387809072383952e+00,3.292260882933432775e+00,3.951219315498067708e+00
2.280000000000000000e+02,2.000000000000000000e+00,6.903673203834509664e+00,7.699733030091371333e+00,6.475788341971451700e+00
2.280000000000000000e+02,3.000000000000000000e+00,4.404491113788179923e+00,4.749891833412083209e+00,5.580960182877438669e+00
2.290000000000000000e+02,0.000000000000000000e+00,3.571311770698574861e+00,3.786402562517348525e+00,4.739066724694394495e+00
2.290000000000000000e+02,1.000000000000000000e+00,2.473911143159415627e+00,2.541731405817537759e+00,3.139676908052292603e+00
2.290000000000000000e+02,2.000000000000000000e+00,5.826004070143261160e+00,6.258315008322600903e+00,5.850220443565595119e+00
2.290000000000000000e+02,3.000000000000000000e+00,3.571311770698096133e+00,3.786402562517222847e+00,4.739066724694403376e+00
2.300000000000000000e+02,0.000000000000000000e+00,3.574142224679162982e+00,3.795920916895039632e+00,4.793509721953937763e+00
2.300000000000000000e+02,1.000000000000000000e+00,2.512690315515515582e+00,2.580086802163938930e+00,3.159542245702474883e+00
2.300000000000000000e+02,2.000000000000000000e+00,5.761692519330622986e+00,6.254089716830232959e+00,5.983921332545634186e+00
2.300000000000000000e+02,3.000000000000000000e+00,3.574142224680196822e+00,3.795920916895039632e+00,4.793509721953938651e+00
2.310000000000000000e+02,0.000000000000000000e+00,3.507454287716575081e+00,3.735985836239882119e+00,5.030568411201333134e+00
2.310000000000000000e+02,1.000000000000000000e+00,2.502269677964044536e+00,2.575331303755529433e+00,3.319644414039023328e+00
2.310000000000000000e+02,2.000000000000000000e+00,5.594072031982816995e+00,6.107006005211703226e+00,6.266324213490764627e+00
2.310000000000000000e+02,3.000000000000000000e+00,3.507454287716651464e+00,3.735985836239880786e+00,5.030568411201330470e+00
2.320000000000000000e+02,0.000000000000000000e+00,3.473320141822580975e+00,3.675505409603180507e+00,4.410074310278082166e+00
2.320000000000000000e+02,1.000000000000000000e+00,2.446720223603699118e+00,2.505510389762103163e+00,2.929237347074684639e+00
