# Fig 2a
l,theta_n1,theta_n2,theta_n3,theta_n12
24.250002038653022,0.03960395719846625,0.03960395719846626,0.03960395719846625,0.03960395719846625
24.959915329267112,0.038520926871922566,0.03852092687192257,0.038520926871922566,0.03852092687192257
25.690611169894517,0.03746635824989811,0.03746635824989811,0.037466358249898114,0.03746635824989811
26.44269796495693,0.03643956586473219,0.03643956586473218,0.03643956586473218,0.03643956586473219
27.216801929777045,0.03543987736415675,0.035439877364156755,0.03543987736415674,0.03543987736415675
28.013567611988673,0.03446663345140605,0.034466633451406055,0.03446663345140604,0.03446663345140605
28.83365842821083,0.033519187812862936,0.03351918781286294,0.033519187812862936,0.03351918781286293
29.677757216433072,0.03259690703414045,0.03259690703414045,0.03259690703414045,0.03259690703414044
30.546566804571775,0.03169917050545983,0.03169917050545984,0.03169917050545983,0.03169917050545983
31.440810595670495,0.030825370317147945,0.03082537031714794,0.030825370317147948,0.030825370317147948
32.36123317023237,0.029974911146038875,0.02997491114603888,0.029974911146038875,0.029974911146038875
33.30860090618517,0.029147210133530086,0.029147210133530093,0.029147210133530093,0.02914721013353008
34.283702616996266,0.0283416967560059,0.028341696756005907,0.028341696756005903,0.0283416967560059
35.28735020846751,0.027557812688308498,0.0275578126883085,0.0275578126883085,0.0275578126883085
36.32037935475852,0.026795011660900904,0.026795011660900907,0.026795011660900904,0.026795011660900897
37.38365019419977,0.026052759311335955,0.026052759311335952,0.026052759311335952,0.02605275931133596
38.47804804547536,0.025330533030611974,0.025330533030611974,0.02533053303061197,0.025330533030611977
39.604484144772606,0.02462782180496533,0.02462782180496533,0.02462782180496533,0.024627821804965335
40.763896404510746,0.02394412605362162,0.02394412605362162,0.023944126053621617,0.023944126053621617
41.95725019428171,0.023278957462996915,0.02327895746299692,0.023278957462996918,0.023278957462996908
43.18553914465228,0.022631838817814418,0.022631838817814415,0.02263183881781442,0.022631838817814415
44.449785974498184,0.022002303829573557,0.022002303829573563,0.022002303829573553,0.022002303829573553
45.75104334255749,0.021389896962784993,0.021389896962784993,0.021389896962784996,0.021389896962784996
47.09039472391296,0.02079417325935879,0.02079417325935879,0.020794173259358797,0.020794173259358787
48.468955312134106,0.020214698161509642,0.020214698161509642,0.020214698161509646,0.020214698161509646
49.887872947828384,0.019651047333521424,0.01965104733352142,0.019651047333521424,0.01965104733352142
51.34832907437549,0.019102806482690582,0.01910280648269058,0.019102806482690585,0.01910280648269058
52.85153972164148,0.018569571179747106,0.0185695711797471,0.018569571179747106,0.0185695711797471
54.39875651848999,0.018050946679033095,0.018050946679033095,0.018050946679033092,0.01805094667903308
55.99126773493445,0.01754654773869894,0.01754654773869894,0.017546547738698945,0.017546547738698938
57.630399354800076,0.017055998441159008,0.017055998441159004,0.017055998441159008,0.01705599844115901
59.31751617978678,0.01657893201403266,0.01657893201403266,0.01657893201403266,0.016578932014032655
61.054022965853264,0.016114990651778925,0.016114990651778925,0.016114990651778925,0.016114990651778925
62.841365592869586,0.01566382533821754,0.015663825338217544,0.015663825338217544,0.015663825338217537
64.68103226850994,0.01522509567011539,0.01522509567011539,0.01522509567011539,0.015225095670115388
66.57455476738906,0.014798469682002139,0.014798469682002135,0.014798469682002137,0.014798469682002132
68.52350970647535,0.014383623672365621,0.014383623672365621,0.014383623672365623,0.014383623672365623
70.52951985783996,0.013980242031365957,0.013980242031365955,0.013980242031365957,0.013980242031365955
72.59425549983729,0.013588017070193895,0.013588017070193895,0.013588017070193895,0.013588017070193897
74.71943580783994,0.013206648852188894,0.013206648852188892,0.01320664885218889,0.013206648852188887
76.90683028568876,0.0128358450258205,0.012835845025820502,0.012835845025820502,0.012835845025820499
79.1582602390468,0.01247532065962777,0.012475320659627774,0.01247532065962777,0.012475320659627772
81.47560029188539,0.012124798079200983,0.012124798079200983,0.01212479807920098,0.012124798079200985
83.86077994736651,0.011784006706280962,0.011784006706280964,0.01178400670628096,0.011784006706280966
86.31578519441804,0.011452682900043695,0.011452682900043696,0.011452682900043695,0.011452682900043691
88.84266016134123,0.011130569800629014,0.011130569800629013,0.011130569800629013,0.011130569800629011
91.44350881782862,0.010817417174964917,0.010817417174964917,0.010817417174964917,0.010817417174964915
94.1204967268067,0.010512981264932586,0.010512981264932586,0.010512981264932582,0.010512981264932582
96.87585284756321,0.01021702463790993,0.010217024637909931,0.01021702463790993,0.010217024637909933
99.71187139166227,0.00992931603972546,0.009929316039725463,0.009929316039725461,0.009929316039725461
102.63091373318927,0.009649630250048986,0.009649630250048986,0.009649630250048983,0.009649630250048986
105.63541037491869,0.009377747940239618,0.009377747940239618,0.00937774794023962,0.009377747940239616
108.72786297203996,0.009113455533667074,0.009113455533667074,0.009113455533667072,0.009113455533667075
111.91084641512946,0.008856545068517041,0.008856545068517041,0.008856545068517043,0.008856545068517041
115.18701097409918,0.008606814063087685,0.008606814063087683,0.008606814063087685,0.008606814063087685
118.55908450490892,0.008364065383579793,0.008364065383579793,0.008364065383579793,0.008364065383579792
122.0298747208816,0.008128107114379368,0.008128107114379368,0.00812810711437937,0.008128107114379368
125.60227153050862,0.007898752430828385,0.007898752430828385,0.007898752430828385,0.007898752430828382
129.279249443694,0.007675819474475823,0.0076758194744758245,0.007675819474475824,0.007675819474475822
133.06387004844308,0.007459131230798101,0.007459131230798102,0.007459131230798101,0.007459131230798102
136.95928456005313,0.007248515409375755,0.007248515409375757,0.007248515409375757,0.007248515409375754
140.9687364449314,0.0070438043265102415,0.007043804326510242,0.0070438043265102415,0.007043804326510243
145.09556412122677,0.0068448347902625075,0.006844834790262507,0.006844834790262505,0.006844834790262507
149.34320373851963,0.006651447987893242,0.006651447987893242,0.006651447987893242,0.006651447987893238
153.7151920388865,0.0064634893756823665,0.006463489375682367,0.0064634893756823665,0.006463489375682367
158.21516930172405,0.006280808571103731,0.006280808571103729,0.00628080857110373,0.00628080857110373
162.8468823747799,0.006103259247329596,0.006103259247329596,0.006103259247329595,0.006103259247329594
167.61418779391576,0.0059306990300378734,0.005930699030037873,0.005930699030037872,0.0059306990300378734
172.52105499420392,0.005762989396493715,0.005762989396493716,0.005762989396493718,0.005762989396493715
177.57156961502466,0.00559999557687632,0.005599995576876321,0.00559999557687632,0.005599995576876321
182.7699369019217,0.005441586457820364,0.005441586457820365,0.005441586457820366,0.005441586457820363
188.12048520804385,0.005287634488140934,0.005287634488140935,0.005287634488140935,0.005287634488140935
193.62766959809431,0.0051380155867097295,0.0051380155867097295,0.005138015586709729,0.005138015586709729
199.29607555778168,0.004992609052450051,0.004992609052450051,0.0049926090524500515,0.00499260905245005
205.13042281186372,0.004851297476417177,0.004851297476417177,0.004851297476417177,0.004851297476417176
211.13556925396765,0.004713966655930317,0.004713966655930316,0.004713966655930317,0.004713966655930317
217.316514991451,0.004580505510722167,0.004580505510722168,0.004580505510722166,0.00458050551072217
223.67840650867484,0.004450806001071536,0.004450806001071536,0.004450806001071535,0.004450806001071538
230.22654095216004,0.004324763047884267,0.0043247630478842666,0.0043247630478842666,0.004324763047884267
236.96637054118625,0.004202274454687807,0.004202274454687807,0.004202274454687808,0.004202274454687808
243.90350710751028,0.004083240831504343,0.004083240831504343,0.004083240831504343,0.004083240831504345
251.04372676798778,0.003967565520567483,0.003967565520567483,0.003967565520567483,0.0039675655205674825
258.3929747339804,0.003855154523847636,0.003855154523847636,0.0038551545238476362,0.0038551545238476354
265.95737026155973,0.0037459164323510492,0.0037459164323510497,0.0037459164323510505,0.0037459164323510492
273.7432117466247,0.003639762357157803,0.0036397623571578033,0.0036397623571578033,0.0036397623571578037
281.7569819691822,0.003536605862163964,0.003536605862163964,0.0035366058621639643,0.0035366058621639643
290.0053534911486,0.003436362898493607,0.0034363628984936064,0.0034363628984936077,0.0034363628984936073
298.4951942121698,0.0033389517405463783,0.0033389517405463787,0.003338951740546378,0.003338951740546378
307.2335730880928,0.003244292923646579,0.0032442929236465787,0.003244292923646579,0.0032442929236465782
316.22776601683796,0.003152309183260212,0.003152309183260211,0.003152309183260211,0.0031523091832602124
