G_uM,epsilon_P,epsilon_S,J,actual_gap,universal_bound,condition_bound,condition_certifies,universal_certifies
550.0,0.007773875381307699,0.001,0.0,1.4456131388618232e-06,0.00295105989163238,0.0010105384127853103,True,True
560.0,0.007773875381307699,0.001,0.0,1.466728729693223e-06,0.00295105989163238,0.0010099810616529528,True,True
570.0,0.007773875381307699,0.001,0.0,1.486522092197795e-06,0.00295105989163238,0.0010094435450845865,True,True
580.0,0.007773875381307699,0.001,0.0,1.5050649985193232e-06,0.00295105989163238,0.0010089273788375088,True,True
590.0,0.007773875381307699,0.001,0.0,1.522424378896936e-06,0.00295105989163238,0.0010084335957266646,True,True
600.0,0.007773875381307699,0.001,0.0,1.5386626642799328e-06,0.00295105989163238,0.0010079628075848604,True,True
610.0,0.007773875381307699,0.001,0.0,1.5538381022972558e-06,0.00295105989163238,0.001007515266339575,True,True
610.1877689098774,0.007773875381307699,0.001,0.0,1.5541132376561961e-06,0.00295105989163238,0.0010075070853600146,True,True
620.0,0.007773875381307699,0.001,0.0,1.568005117080773e-06,0.00295105989163238,0.001007090922252928,True,True
630.0,0.007773875381307699,0.001,0.0,1.5812146102467395e-06,0.00295105989163238,0.0010066894779813254,True,True
640.0,0.007773875381307699,0.001,0.0,1.5935142716472228e-06,0.00295105989163238,0.001006310437633883,True,True
650.0,0.007773875381307699,0.001,0.0,1.6049488368308218e-06,0.00295105989163238,0.0010059531504091881,True,True
712.7508569783073,0.007773875381307699,0.001,0.0,1.6594132351555047e-06,0.00295105989163238,0.0010041541693018843,True,True
832.5532074018732,0.007773875381307699,0.001,0.0,1.701687261990159e-06,0.00295105989163238,0.0010022180927270466,True,True
972.4924724660731,0.007773875381307699,0.001,0.0,1.6888901688272284e-06,0.00295105989163238,0.0010012061421313936,True,True
1135.9533548066277,0.007773875381307699,0.001,0.0,1.6324873786111027e-06,0.00295105989163238,0.0010006878441617397,True,True
1326.889473009725,0.007773875381307699,0.001,0.0,1.5462514544317685e-06,0.00295105989163238,0.0010004161274231862,True,True
1549.918987548337,0.007773875381307699,0.001,0.0,1.4436743909218563e-06,0.00295105989163238,0.0010002673249318575,True,True
1810.4362999534146,0.007773875381307699,0.001,0.0,1.3357284045500961e-06,0.00295105989163238,0.0010001815639651959,True,True
2114.7425268811285,0.007773875381307699,0.001,0.0,1.2298254161713373e-06,0.00295105989163238,0.0010001294941884833,True,True
