# Fig 2b
l,nH_n1,nH_n2,nH_n3,nH_n12
0.8166957611638577,1.0000000001814113,1.0000000001814113,1.0000000001814113,1.000000000001
0.865338307114046,1.0000000000565112,0.9999999998622222,0.999999999681811,0.9999999998761
0.9168780118215473,0.9999999998691611,0.9999999998691611,0.9999999998691611,0.9999999998691611
0.9714874305813427,1.0000000001571252,1.0000000001571252,0.9999999999420195,0.9999999997269138
1.0293493961127178,1.0000000000304905,0.9999999999159986,0.999999999744261,0.9999999996870151
1.090657630684497,1.0000000000287557,1.000000000209167,1.000000000209167,1.000000000209167
1.1556173946985655,1.000000000070389,1.000000000070389,1.000000000001,0.9999999998205888
1.2244461739031436,1.0000000000287557,0.9999999998899778,1.0000000002230447,0.9999999995569109
1.2973744075366056,0.9999999999732445,0.9999999999732445,0.9999999998899778,1.0000000002785558
1.3746462598396765,1.0000000000287557,1.0000000000287557,1.0000000001675335,1.0000000002230447
1.456520437519032,0.9999999998622222,0.9999999998622222,1.0000000000287557,1.000000000334067
1.543271055899177,0.9999999999732445,0.9999999998067111,0.9999999999732445,0.9999999998899778
1.6351885566624875,0.9999999999454889,0.9999999999454889,0.9999999995846665,0.9999999999454889
1.7325806802500114,0.9999999999732445,0.9999999999732445,0.9999999999732445,0.9999999998622222
1.8357734961786358,0.9999999999177334,0.9999999999177334,1.0000000000842668,1.000000000139778
1.9451124947241312,0.9999999999177334,1.0000000000287557,0.9999999999177334,1.0000000002508003
